symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
IVZ,2008-08-20,2008-08-20,addition,Annual Re-ranking,13.27,-1.9593,0.1729,-2.1322,1.5825,0.8213,0.7613,6.9329,-2.1504,9.0834,-55.8402,-31.3486,-24.4916
IAC,2008-08-20,2008-08-20,removal,Annual Re-ranking,2.74,8.3942,0.1729,8.2213,11.6788,0.8213,10.8576,11.6788,-2.1504,13.8293,0.365,-31.3486,31.7136
CF,2008-08-26,2008-08-26,addition,Annual Re-ranking,20.78,0.5775,0.974,-0.3965,-10.0096,0.3896,-10.3992,-26.179,-4.632,-21.547,-69.0087,-32.868,-36.1407
CRM,2008-09-12,2008-09-12,addition,Capitalization rebalance.,14.15,-4.1696,-4.7562,0.5866,-2.4028,-0.995,-1.4079,-34.0636,-19.1559,-14.9077,-44.8763,-29.8491,-15.0272
FAST,2008-09-12,2008-09-12,addition,Capitalization rebalance.,4.46,-1.3453,-4.7562,3.4109,0.2242,-0.995,1.2192,-24.4395,-19.1559,-5.2835,-39.9103,-29.8491,-10.0612
LHX,2008-09-19,2008-09-19,addition,Annual Re-ranking,32.0,-1.7813,-2.2639,0.4827,-0.625,-2.6394,2.0144,-20.875,-20.3865,-0.4885,-23.3437,-28.0618,4.7181
PXD,2008-09-23,2008-09-23,addition,Annual Re-ranking,43.31,0.3233,0.3122,0.0111,-7.2039,-2.1621,-5.0418,-50.8197,-23.5403,-27.2794,-73.2625,-25.9683,-47.2942
APH,2008-09-29,2008-09-29,addition,Annual Re-ranking,4.42,-0.4525,4.1349,-4.5874,-15.3846,-5.9808,-9.4038,-33.7104,-15.8257,-17.8847,-43.4389,-21.3389,-22.1
WEN,2008-09-29,2008-09-29,removal,Annual Re-ranking,3.78,-10.8466,4.1349,-14.9814,-27.5132,-5.9808,-21.5324,-43.6508,-15.8257,-27.825,-22.4868,-21.3389,-1.1479
FLS,2008-10-01,2008-10-01,addition,Annual Re-ranking,21.97,-19.5266,-3.6258,-15.9008,-27.0369,-15.9797,-11.0572,-32.7264,-17.0308,-15.6956,-40.8739,-21.6133,-19.2606
NDAQ,2008-10-21,2008-10-21,addition,Annual Re-ranking,8.84,-7.2398,-5.434,-1.8058,-11.4253,-2.1879,-9.2374,-48.5294,-14.9721,-33.5573,-38.009,-12.9701,-25.0389
DDS,2008-10-21,2008-10-21,removal,Annual Re-ranking,4.29,-17.9487,-5.434,-12.5147,-26.5734,-2.1879,-24.3855,-49.1841,-14.9721,-34.212,-37.0629,-12.9701,-24.0928
WEC,2008-10-30,2008-10-30,addition,Annual Re-ranking,12.47,-0.7217,0.5552,-1.2769,-8.741,-5.637,-3.104,-4.8917,-14.7331,9.8414,3.5285,-13.5516,17.0801
MTG,2008-10-30,2008-10-30,removal,Annual Re-ranking,2.07,61.3527,0.5552,60.7975,65.7005,-5.637,71.3375,-15.4589,-14.7331,-0.7258,17.3913,-13.5516,30.9429
SJM,2008-11-05,2008-11-05,addition,Annual Re-ranking,25.85,-4.6422,-5.5294,0.8873,-6.4603,-10.7738,4.3135,0.9671,-8.5792,9.5463,6.8859,-8.8357,15.7216
TEX,2008-11-05,2008-11-05,removal,Annual Re-ranking,14.03,-9.551,-5.5294,-4.0215,-28.0827,-10.7738,-17.3088,-15.1818,-8.5792,-6.6026,-10.6914,-8.8357,-1.8557
UIS,2008-11-10,2008-11-10,addition,Annual Re-ranking,6.1,18.0328,-3.0926,21.1254,-13.1148,-7.739,-5.3758,-4.918,-2.7227,-2.1953,1.6393,-9.0263,10.6657
UIS,2008-11-10,2008-11-10,removal,Annual Re-ranking,6.1,18.0328,-3.0926,21.1254,-13.1148,-7.739,-5.3758,-4.918,-2.7227,-2.1953,1.6393,-9.0263,10.6657
PBCT,2008-11-12,2008-11-12,addition,Annual Re-ranking,9.96,3.8153,6.229,-2.4138,-5.7229,-5.0311,-0.6917,-2.8112,3.6895,-6.5008,-3.9157,-2.7791,-1.1366
XRAY,2008-11-13,2008-11-13,addition,Annual Re-ranking,25.22,-1.9033,-4.9917,3.0885,-19.6273,-17.2455,-2.3818,-14.5519,-3.7438,-10.8081,-15.9001,-12.4041,-3.4959
WYNN,2008-11-13,2008-11-13,addition,Annual Re-ranking,26.88,-3.9435,-4.9917,1.0483,-30.1711,-17.2455,-12.9256,-8.9286,-3.7438,-5.1848,-46.1682,-12.4041,-33.764
ASH,2008-11-13,2008-11-13,removal,Annual Re-ranking,6.75,-3.4074,-4.9917,1.5843,-40.1481,-17.2455,-22.9026,-42.6667,-3.7438,-38.9229,-61.1852,-12.4041,-48.781
SRCL,2008-11-18,2008-11-18,addition,Annual Re-ranking,61.13,-3.0918,-6.4064,3.3147,-6.2653,-1.637,-4.6283,-11.0911,2.5342,-13.6254,-20.9063,-10.3731,-10.5332
RSG,2008-12-04,2008-12-04,addition,Annual Re-ranking,14.79,4.5977,3.0853,1.5124,4.4625,3.1014,1.3611,20.5544,10.4612,10.0932,-24.8817,-19.5083,-5.3734
EQT,2008-12-18,2008-12-18,addition,Annual Re-ranking,14.57,-0.1373,-0.4298,0.2926,0.4804,-1.5966,2.077,6.1084,-5.0967,11.2052,12.9719,-6.5091,19.4809
RIG,2008-12-18,2008-12-18,removal,Annual Re-ranking,38.089222,-2.4635,-0.4298,-2.0336,-7.7662,-1.5966,-6.1696,4.3424,-5.0967,9.4391,35.428,-6.5091,41.937
OI,2008-12-31,2008-12-31,addition,Annual Re-ranking,26.785761,-0.2195,3.0134,-3.233,-8.1229,0.889,-9.0119,-33.9919,-8.4978,-25.4941,-39.4804,-6.8856,-32.5948
IRM,2009-01-05,2009-01-05,addition,Annual Re-ranking,9.13,-4.4907,0.659,-5.1496,-7.5575,-6.3552,-1.2023,-18.0723,-10.2504,-7.8219,-0.8762,-9.3279,8.4516
WELL,2009-01-29,2009-01-29,addition,Annual Re-ranking,17.27,2.2003,-2.0264,4.2267,-1.8529,0.0322,-1.8851,-20.6138,-16.5005,-4.1133,-6.1957,4.1332,-10.3289
VTR,2009-03-03,2009-03-03,addition,Capitalization rebalance.
,8.28,3.2609,2.3676,0.8933,12.6812,3.008,9.6732,2.4155,16.5147,-14.0992,41.1836,36.3478,4.8358
HRL,2009-03-03,2009-03-03,addition,Capitalization rebalance.,5.32,-1.3158,2.3676,-3.6833,-0.5639,3.008,-3.5719,3.3835,16.5147,-13.1312,16.5414,36.3478,-19.8064
ES,2009-03-16,2009-03-16,addition,Annual Re-ranking,11.46,4.2757,3.0651,1.2107,8.5515,9.1593,-0.6079,4.014,13.1923,-9.1784,9.5113,23.3375,-13.8262
JCI,2009-03-16,2009-03-16,removal,Annual Re-ranking,6.02,3.6545,3.0651,0.5894,7.309,9.1593,-1.8504,9.4684,13.1923,-3.7239,42.1927,23.3375,18.8552
ORLY,2009-03-26,2009-03-26,addition,Annual Re-ranking,2.36,-1.6949,-1.8031,0.1082,1.6949,0.3899,1.3051,8.0508,3.2814,4.7695,6.3559,11.4198,-5.0638
SITC,2009-03-27,2009-03-27,removal,Annual Re-ranking,6.94,-11.5274,-3.4574,-8.07,25.5043,3.2423,22.262,71.0375,4.847,66.1905,134.8703,13.1679,121.7024
FTI,2009-06-04,2009-06-04,addition,Covidien moved its place of incorporation to Ireland, making it ineligible for inclusion in the index.,16.22,-2.0962,0.0286,-2.1247,-2.2811,0.3142,-2.5953,-14.7965,-4.4702,-10.3264,6.6584,6.1982,0.4602
ATGE,2009-06-08,2009-06-08,addition,Annual Re-ranking,43.0037,1.1661,0.5018,0.6643,-1.8807,-1.3477,-0.533,-1.0155,-6.0215,5.006,10.9034,9.0036,1.8998
TEL,2009-06-25,2009-06-25,addition,Tyco Electronics left the index because it was reincorporating in Switzerland, making it ineligible for inclusion.,13.02,1.9201,-0.2624,2.1826,-0.8449,-2.4639,1.6191,14.8233,6.8086,8.0148,26.1137,14.594,11.5197
TEL,2009-06-25,2009-06-25,removal,Tyco Electronics left the index because it was reincorporating in Switzerland, making it ineligible for inclusion.,13.02,1.9201,-0.2624,2.1826,-0.8449,-2.4639,1.6191,14.8233,6.8086,8.0148,26.1137,14.594,11.5197
TMUS,2009-06-29,2009-06-29,addition,Annual Re-ranking,22.82,-6.6608,-0.811,-5.8498,-14.6363,-4.9964,-9.6399,-9.2463,5.344,-14.5902,-31.7704,15.2498,-47.0202
WDC,2009-06-30,2009-06-30,addition,Annual Re-ranking,16.01,1.1243,0.4234,0.7009,-5.1218,-4.2926,-0.8292,14.9906,7.3149,7.6757,36.5397,15.8417,20.6979
PWR,2009-06-30,2009-06-30,addition,Annual Re-ranking,22.7,-1.1894,0.4234,-1.6128,-14.7137,-4.2926,-10.4211,0.5286,7.3149,-6.7863,-1.0132,15.8417,-16.8549
TT,2009-06-30,2009-06-30,removal,Annual Re-ranking,12.64,2.3734,0.4234,1.95,-5.0633,-4.2926,-0.7707,37.2627,7.3149,29.9477,49.0506,15.8417,33.2089
FMC,2009-08-18,2009-08-18,addition,Centex acquired by Pulte Homes.,16.25,-2.0923,0.8806,-2.9729,-0.1846,4.1051,-4.2898,14.5846,8.1425,6.4421,14.7692,12.776,1.9932
MTW,2009-08-31,2009-08-31,removal,Annual Re-ranking,1.45,-6.8966,-2.2013,-4.6953,12.4138,0.4717,11.9421,42.7586,3.5508,39.2078,48.2759,7.8223,40.4535
ARG,2009-09-08,2009-09-08,addition,Redomesticated to Ireland,45.92,0.2831,0.7694,-0.4863,3.2883,2.6995,0.5888,4.5514,3.2733,1.278,1.4808,8.1899,-6.709
FSLR,2009-10-15,2009-10-15,addition,Annual Re-ranking,152.76,-3.4171,-0.7429,-2.6742,2.1733,-0.341,2.5143,-22.5596,-0.0731,-22.4865,-18.7811,4.1408,-22.9219
BKNG,2009-11-03,2009-11-03,addition,Acquired by Merck & Co. (MRK),162.16,0.6228,0.2553,0.3675,24.149,4.7108,19.4381,33.7444,5.4641,28.2804,21.5898,2.2469,19.3429
CLF,2009-12-18,2009-12-18,addition,Market capitalization change.,36.68,3.9531,1.0129,2.9402,6.4068,2.279,4.1277,1.7448,1.3505,0.3943,58.8604,6.9697,51.8907
KBH,2009-12-18,2009-12-18,removal,Market capitalization change.,10.8,-1.3889,1.0129,-2.4018,5.6481,2.279,3.3691,14.3519,1.3505,13.0013,31.5741,6.9697,24.6043
MJN,2009-12-18,2009-12-18,addition,Market capitalization change.,41.5,1.8072,1.0129,0.7943,7.0602,2.279,4.7812,8.7229,1.3505,7.3724,26.0964,6.9697,19.1267
MBI,2009-12-18,2009-12-18,removal,Market capitalization change.,1.51,5.298,1.0129,4.2851,18.543,2.279,16.264,51.6556,1.3505,50.3051,61.5894,6.9697,54.6197
ROST,2009-12-18,2009-12-18,addition,Market capitalization change.,9.15,1.8579,1.0129,0.845,-0.2186,2.279,-2.4976,3.4973,1.3505,2.1467,26.8852,6.9697,19.9155
V,2009-12-18,2009-12-18,addition,Market capitalization change.,19.84,-1.6129,1.0129,-2.6258,-2.4698,2.279,-4.7488,-5.0907,1.3505,-6.4413,1.2601,6.9697,-5.7097
CIEN,2009-12-18,2009-12-18,removal,Market capitalization change.,11.05,-1.81,1.0129,-2.8229,-1.448,2.279,-3.727,15.0226,1.3505,13.6721,40.0905,6.9697,33.1208
LDOS,2009-12-18,2009-12-18,addition,Annual Re-ranking,26.38,1.7437,1.0129,0.7308,1.8575,2.279,-0.4216,-0.7961,1.3505,-2.1466,2.047,6.9697,-4.9227
CVG,2009-12-18,2009-12-18,removal,Annual Re-ranking,10.04,0.0,1.0129,-1.0129,-7.3705,2.279,-9.6495,1.8924,1.3505,0.5419,2.0916,6.9697,-4.8781
ROP,2009-12-22,2009-12-22,addition,Annual Re-ranking,48.54,-0.4738,0.1903,-0.6641,-0.1236,0.7017,-0.8253,-3.5641,-1.7602,-1.8038,6.9633,4.8287,2.1346
NRG,2010-01-27,2010-01-27,addition,Annual Re-ranking,18.71,-1.0689,-1.1494,0.0805,-7.5361,0.0,-7.5361,-12.6136,0.8227,-13.4363,-5.7189,9.1349,-14.8538
URBN,2010-02-05,2010-02-05,addition,Annual Re-ranking,30.83,0.2595,-0.7227,0.9821,0.0324,1.2958,-1.2634,16.2504,7.3137,8.9367,13.169,4.7471,8.4219
BRK-B,2010-02-12,2010-02-12,addition,Annual Re-ranking,76.900002,-1.1053,1.5744,-2.6797,3.459,2.8905,0.5685,7.0221,7.7491,-0.727,-0.8713,5.8426,-6.7138
BNI,2010-02-12,2010-02-12,removal,Annual Re-ranking,100.21,None,None,None,None,None,None,None,None,None,None,None,None
WBD,2010-02-26,2010-02-26,addition,Annual Re-ranking,16.23,-0.8626,1.044,-1.9066,1.2939,3.1681,-1.8742,7.825,6.3843,1.4408,24.276,0.432,23.844
HP,2010-02-26,2010-02-26,addition,Taken private,22.36,0.1789,1.044,-0.8652,-0.6708,3.1681,-3.839,-6.7531,6.3843,-13.1374,-9.2576,0.432,-9.6896
OKE,2010-03-12,2010-03-12,addition,Annual Re-ranking,8.86,-0.1129,0.023,-0.1359,-1.4673,0.8633,-2.3305,1.9187,4.2127,-2.294,-2.0316,-4.6156,2.584
CERN,2010-04-29,2010-04-29,addition,Acquired by Baker Hughes,84.65,-3.1187,-1.6973,-1.4214,-6.2847,-6.5484,0.2637,-4.3237,-9.505,5.1814,-11.3881,-8.3114,-3.0766
KMX,2010-06-28,2010-06-28,addition,Acquired by ExxonMobil,20.93,-4.7301,-3.0871,-1.643,-7.2145,-4.3244,-2.8901,0.2389,3.0748,-2.836,31.0081,6.848,24.1601
CB,2010-07-14,2010-07-14,addition,Acquired by Merck KGaA (MKGAY),39.78,-0.3771,0.036,-0.4131,-4.9522,-2.3426,-2.6096,-3.4439,-0.925,-2.5189,9.4268,7.2922,2.1347
JCI,2010-08-26,2010-08-26,addition,Acquired by Schlumberger (SLB),12.55,0.5578,1.5521,-0.9944,0.7968,4.0305,-3.2337,-1.5139,9.1751,-10.6891,-0.4781,14.8329,-15.311
SII,2010-08-26,2010-08-26,removal,Acquired by Schlumberger (SLB),21.72,0.0,1.5521,-1.5521,0.0,4.0305,-4.0305,38.4899,9.1751,29.3148,88.4899,14.8329,73.657
TT,2010-11-16,2010-11-16,addition,Reynolds Group Holdings acquired Pactiv.,25.3,-1.2648,0.0554,-1.3203,-3.0435,0.255,-3.2985,12.3715,5.6443,6.7273,14.3083,13.8833,0.425
NFX,2010-12-17,2010-12-17,addition,Market Cap changes.
,71.01,0.2816,0.2412,0.0405,0.6337,1.0905,-0.4568,-1.4928,3.1771,-4.6699,5.9428,4.8338,1.109
NYT,2010-12-17,2010-12-17,removal,Market Cap changes.
,8.72,0.8028,0.2412,0.5616,-0.1147,1.0905,-1.2052,2.7523,3.1771,-0.4248,-1.1468,4.8338,-5.9806
FFIV,2010-12-17,2010-12-17,addition,Market Cap changes.,136.009995,-0.3014,0.2412,-0.5426,-0.8161,1.0905,-1.9066,2.0366,3.1771,-1.1405,-29.711,4.8338,-34.5449
NFLX,2010-12-17,2010-12-17,addition,Market Cap changes.
,2.57,-1.1673,0.2412,-1.4085,0.0,1.0905,-1.0905,6.2257,3.1771,3.0486,18.2879,4.8338,13.4541
ODP,2010-12-17,2010-12-17,removal,Market Cap changes.
,42.95,-2.0489,0.2412,-2.2901,10.1979,1.0905,9.1074,12.4563,3.1771,9.2792,1.6298,4.8338,-3.204
MDP,2011-01-03,2011-01-03,removal,Annual Re-ranking,24.22,0.0826,-0.0513,0.1339,0.1239,-0.0513,0.1752,-5.4913,2.7082,-8.1996,-3.4269,5.3447,-8.7716
QLGC,2011-01-14,2011-01-14,removal,Annual Re-ranking,18.03,1.553,0.1714,1.3816,-2.3295,-0.1613,-2.1682,0.3328,2.8626,-2.5298,-3.4942,2.5602,-6.0544
EW,2011-03-31,2011-03-31,addition,Acquired by CenturyLink,14.5,-1.069,0.4209,-1.4898,-4.8506,0.5579,-5.4085,-0.9655,2.7405,-3.706,0.2069,0.0294,0.1775
BLK,2011-04-01,2011-04-01,addition,Acquired by Sanofi Aventis (SNY),139.23,-0.7111,0.0877,-0.7988,-3.1243,-0.2144,-2.9099,-4.1299,1.9396,-6.0694,-2.2984,1.0819,-3.3802
CMG,2011-04-27,2011-04-27,addition,Acquired by private equity firms.,5.26,0.9506,0.3252,0.6254,-0.9506,-0.6217,-0.3289,10.6464,-1.9703,12.6167,22.6236,-3.2616,25.8852
MPC,2011-06-30,2011-06-30,addition,Market capitalization adjustments.,13.65,1.9048,1.4775,0.4273,0.0733,1.8395,-1.7663,8.6447,-2.4168,11.0615,-32.381,-11.6047,-20.7763
ACN,2011-07-05,2011-07-05,addition,Marshall & Iisley is being bought by Bank of Montreal,47.17,0.5724,0.1255,0.4469,-1.1448,-1.795,0.6502,-3.4768,-5.7035,2.2267,-16.4087,-17.4194,1.0107
MOS,2011-09-23,2011-09-23,addition,Acquired by Texas Instruments (TXN).,43.95,1.843,2.3761,-0.5331,-15.1308,-0.3394,-14.7914,2.6166,10.5227,-7.9061,-10.4437,11.0319,-21.4756
TEL,2011-10-14,2011-10-14,addition,Acquired by Teva Pharmaceutical Industries (TEVA).,26.08,-0.9202,-1.9076,0.9873,-1.112,1.1424,-2.2544,0.6902,2.3582,-1.6681,2.339,6.1943,-3.8554
XYL,2011-10-31,2011-10-31,addition,Spun off from ITT Corp.,22.12,2.1248,-2.7843,4.9091,-8.0018,0.604,-8.6058,-10.2622,-0.4095,-9.8527,0.7233,6.2238,-5.5004
ITT,2011-10-31,2011-10-31,removal,Spun off from ITT Corp.,14.77,7.7183,-2.7843,10.5027,16.1814,0.604,15.5775,16.1137,-0.4095,16.5232,26.8788,6.2238,20.655
JNS,2011-11-22,2011-11-22,removal,Annual Re-ranking,6.12,-4.4118,-2.2095,-2.2022,7.8431,4.861,2.9822,-1.4706,5.7663,-7.2369,44.4444,15.6068,28.8376
BWA,2011-12-16,2011-12-16,addition,Market capitalization changes,22.97,-0.3483,-1.0709,0.7226,5.1807,3.9475,1.2332,20.8098,8.1155,12.6943,33.8267,16.0105,17.8162
DLTR,2011-12-16,2011-12-16,addition,Market capitalization changes
,41.41,-1.7991,-1.0709,-0.7282,0.5313,3.9475,-3.4162,3.6465,8.1155,-4.469,13.7286,16.0105,-2.2819
PRGO,2011-12-16,2011-12-16,addition,Market capitalization changes
,76.44,-0.1439,-1.0709,0.927,2.8388,3.9475,-1.1087,1.2821,8.1155,-6.8334,4.0686,16.0105,-11.9419
TRIP,2011-12-20,2011-12-20,addition,Expedia spun off TripAdvisor.,26.900585,-8.5289,0.1957,-8.7246,-14.8099,0.7314,-15.5413,0.4297,6.2011,-5.7713,9.9174,12.8142,-2.8968
CCI,2012-03-13,2012-03-13,addition,Acquired by Exelon Corp. (EXC),33.79,-2.8707,-0.1094,-2.7613,-2.2788,0.7109,-2.9897,0.7399,-0.4739,1.2138,4.8831,-4.6847,9.5678
FOSL,2012-04-03,2012-04-03,addition,Acquired by Express Scripts (ESRX),134.389999,-0.4911,-0.9897,0.4986,-1.0194,-3.0142,1.9948,0.4539,-1.4216,1.8755,-46.4246,-2.2224,-44.2022
PSX,2012-04-30,2012-04-30,addition,ConocoPhillips spun off Phillips 66,21.53,-3.7622,0.6179,-4.3801,-13.7947,-1.9809,-11.8138,-10.5899,-5.7974,-4.7925,11.1472,-0.3362,11.4834
KMI,2012-05-24,2012-05-24,addition,Acquired by Kinder Morgan (KMI),16.74,0.9558,-0.3261,1.2819,0.7168,-3.2991,4.016,-4.0024,-0.3932,-3.6092,9.6177,6.6846,2.9331
ALXN,2012-05-24,2012-05-24,addition,Acquired by Google (GOOG),93.1,-0.7304,-0.3261,-0.4043,-5.9076,-3.2991,-2.6085,3.0075,-0.3932,3.4007,11.3856,6.6846,4.701
LRCX,2012-06-05,2012-06-05,addition,Acquired by Lam Research (LRCX),3.19,2.5078,2.2452,0.2626,0.3135,2.9838,-2.6703,-0.9404,6.5288,-7.4692,-10.0313,9.8375,-19.8689
MNST,2012-06-28,2012-06-28,addition,Split up of Sara Lee,11.44,3.7587,2.4948,1.264,6.993,2.0282,4.9648,-0.6119,4.4373,-5.0491,-22.1154,9.503,-31.6183
STX,2012-06-29,2012-06-29,addition,Acquired by Duke Energy (DUK),13.93,-0.7179,0.2973,-1.0152,5.0251,-0.576,5.6011,21.3927,1.1799,20.2128,26.4178,6.3452,20.0726
LYB,2012-09-04,2012-09-04,addition,SHLD below public float threshold,22.82,-0.0876,-0.0897,0.002,5.0833,2.0351,3.0481,11.3497,3.4248,7.9249,17.8352,0.8607,16.9746
LXK,2012-09-28,2012-09-28,removal,Tyco spun off ADT,22.25,-2.6517,0.2621,-2.9138,-3.1461,1.5026,-4.6486,-4.4494,-1.8171,-2.6324,8.5843,2.1665,6.4178
PNR,2012-09-28,2012-09-28,addition,Tyco spin-off merged w/Pentair,23.87,-4.5664,0.2621,-4.8285,2.1366,1.5026,0.634,-4.5664,-1.8171,-2.7493,14.3276,2.1665,12.1611
ATGE,2012-09-28,2012-09-28,removal,Tyco spin-off merged w/Pentair,21.564404,5.6678,0.2621,5.4057,4.9209,1.5026,3.4183,15.3778,-1.8171,17.1949,5.3392,2.1665,3.1727
SUN,2012-10-04,2012-10-04,removal,Acquired by Energy Transfer Partners (ETP),7.95,2.0126,0.0,2.0126,2.0126,-1.9021,3.9146,0.2516,-2.1689,2.4204,14.3396,0.3098,14.0298
DG,2012-11-30,2012-11-30,addition,Acquired by Eaton Corp. (ETN),43.5,-2.4828,-0.4955,-1.9873,-6.4138,0.1858,-6.5996,-14.1609,3.4773,-17.6382,-2.1609,9.3081,-11.469
GRMN,2012-12-11,2012-12-11,addition,Market capitalization changes,28.09,-2.1004,0.0438,-2.1442,1.602,1.3415,0.2605,-5.6248,3.253,-8.8777,-15.7351,10.0395,-25.7746
RRD,2012-12-11,2012-12-11,removal,Market capitalization changes,9.5,-2.9474,0.0438,-2.9912,-5.4737,1.3415,-6.8152,-6.6316,3.253,-9.8845,15.8947,10.0395,5.8553
APTV,2012-12-21,2012-12-21,addition,TIE acquired by Precision Cast Parts (PCP),26.78,0.3734,-0.3149,0.6883,5.8252,-0.2711,6.0964,7.5429,4.6353,2.9076,23.4503,9.8653,13.585
ABBV,2013-01-01,2013-01-02,addition,ABBV spun off from Abbott Labs (ABT),20.89,-0.8617,-0.2223,-0.6393,-3.4945,-0.0941,-3.4004,7.0847,3.5485,3.5362,19.8181,7.1911,12.627
FHI,2013-01-01,2013-01-02,removal,ABBV spun off from Abbott Labs (ABT),12.12,1.8977,-0.2223,2.12,2.5578,-0.0941,2.6518,12.1287,3.5485,8.5802,11.4686,7.1911,4.2775
PVH,2013-02-13,2013-02-13,addition,Market capitalization changes,118.3,-0.1606,0.0903,-0.2509,-2.2316,-1.1327,-1.0989,-2.0879,2.8729,-4.9608,-2.0203,9.6692,-11.6895
BIG,2013-02-13,2013-02-13,removal,Market capitalization changes,25.515339,3.7612,0.0903,3.6709,0.3582,-1.1327,1.4909,6.4776,2.8729,3.6048,11.6716,9.6692,2.0024
REGN,2013-04-30,2013-04-30,addition,A majority of MetroPCS was acquired by T-Mobile,213.96,10.2916,-0.8799,11.1715,21.8686,1.8298,20.0388,17.2135,3.8465,13.367,27.2013,6.1356,21.0657
TMUS,2013-04-30,2013-04-30,removal,A majority of MetroPCS was acquired by T-Mobile,18.95,-15.7784,-0.8799,-14.8985,-8.7071,1.8298,-10.5369,8.9182,3.8465,5.0718,21.2137,6.1356,15.0781
MAC,2013-05-08,2013-05-08,addition,Acquired by Aetna (AET),33.46,-0.4782,-0.2816,-0.1965,0.9863,1.7051,-0.7189,-10.3706,0.8982,-11.2688,-11.5959,4.1258,-15.7217
KSU,2013-05-23,2013-05-23,addition,DF too small after spinoff of White Wave Foods,112.0,-0.5625,-0.0827,-0.4798,-1.1607,-1.2099,0.0492,-7.4375,-4.569,-2.8685,-3.0893,0.9018,-3.9911
GM,2013-06-06,2013-06-06,addition,HNZ acquired by consortium,25.73,1.7101,1.276,0.4341,0.1943,0.9092,-0.7149,0.583,1.2836,-0.7006,5.5188,2.529,2.9898
ZTS,2013-06-21,2013-06-21,addition,Zoetis spun off by Pfizer,27.72,-0.7215,-1.2596,0.5381,0.938,0.8553,0.0827,-1.7677,6.337,-8.1047,5.4473,7.8532,-2.4059
FHN,2013-06-21,2013-06-21,removal,Zoetis spun off by Pfizer,7.44,-0.1344,-1.2596,1.1252,4.1667,0.8553,3.3114,15.0538,6.337,8.7168,6.8548,7.8532,-0.9984
NWSA,2013-06-28,2013-06-28,addition,Apollo Group's market cap more representative of a mid-cap,13.39,-2.9873,0.5859,-3.5732,4.6303,2.1972,2.4331,4.6303,5.0883,-0.458,6.0493,5.8053,0.244
APOL,2013-06-28,2013-06-28,removal,Apollo Group's market cap more representative of a mid-cap,17.72,1.693,0.5859,1.1071,-1.0722,2.1972,-3.2694,2.8217,5.0883,-2.2666,15.4063,5.8053,9.6011
DAL,2013-09-10,2013-09-10,addition,BMC taken private by consortium,19.61,-0.9179,0.3149,-1.2328,3.0597,1.3036,1.756,7.1902,-1.4574,8.6477,27.9449,7.9391,20.0059
VRTX,2013-09-20,2013-09-20,addition,Market capitalization change.,76.15,-0.7367,-0.4614,-0.2753,-0.0683,-1.0598,0.9915,-1.9829,2.1556,-4.1385,-8.1418,6.3081,-14.45
AMD,2013-09-20,2013-09-20,removal,Market capitalization change.,3.83,-1.0444,-0.4614,-0.583,0.7833,-1.0598,1.8431,-12.0104,2.1556,-14.166,-4.6997,6.3081,-11.0079
AME,2013-09-20,2013-09-20,addition,Market capitalization change.,42.47,0.0706,-0.4614,0.532,-0.777,-1.0598,0.2827,0.6828,2.1556,-1.4727,11.8201,6.3081,5.512
LDOS,2013-09-20,2013-09-20,removal,Market capitalization change.,24.04,0.5824,-0.4614,1.0438,6.0316,-1.0598,7.0914,14.5591,2.1556,12.4035,7.3627,6.3081,1.0546
RIG,2013-10-28,2013-10-28,addition,Founder Michael Dell and Silver Lake Partners acquired Dell.,42.009354,-0.7819,0.5378,-1.3197,-0.4527,0.3422,-0.7949,4.7677,2.5283,2.2394,-8.8479,1.1873,-10.0352
CPRI,2013-11-12,2013-11-12,addition,ICE Exchange acquired NYSE Euronext.,82.139999,0.0609,0.7998,-0.739,-2.6905,1.1685,-3.859,0.6209,0.6607,-0.0398,19.8076,3.9783,15.8293
ALLE,2013-11-29,2013-11-29,addition,Allegion spun off by Ingersoll Rand.,38.03,-0.2367,-0.2584,0.0217,-5.8638,-0.034,-5.8298,2.2088,2.5908,-0.382,24.9014,4.1956,20.7058
MHK,2013-12-20,2013-12-20,addition,Market capitalization changes.,141.44,2.821,0.5326,2.2883,4.2633,1.2406,3.0227,4.532,0.6742,3.8577,-2.3756,3.0677,-5.4433
VIAV,2013-12-20,2013-12-20,removal,Market capitalization changes.,7.144482,0.3981,0.5326,-0.1345,3.742,1.2406,2.5015,-2.5478,0.6742,-3.222,13.6943,3.0677,10.6266
ADS,2013-12-20,2013-12-20,addition,Market capitalization changes.,250.5,2.1437,0.5326,1.6111,3.8124,1.2406,2.5718,2.1717,0.6742,1.4974,11.1776,3.0677,8.11
ANF,2013-12-20,2013-12-20,removal,Market capitalization changes.,25.526655,1.2154,0.5326,0.6828,0.8508,1.2406,-0.3898,7.3838,0.6742,6.7095,18.0732,3.0677,15.0055
META,2013-12-20,2013-12-20,addition,Market capitalization changes.,54.78,4.8193,0.5326,4.2866,-2.5557,1.2406,-3.7962,2.7382,0.6742,2.064,17.7254,3.0677,14.6578
TER,2013-12-20,2013-12-20,removal,Market capitalization changes.,15.42,2.7886,0.5326,2.256,4.9287,1.2406,3.6881,17.6394,0.6742,16.9652,20.3632,3.0677,17.2955
