symbol,deal_date,role,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
D,2002-01-10,acquirer,0.004513,-0.006189,0.010702,-0.013538,-0.015608,0.00207,-0.01444,-0.033504,0.019063,0.106498,-0.035253,0.141751
NEM,2002-01-30,acquirer,0.044047,-0.004646,0.048693,0.104611,-0.045504,0.150115,0.123193,0.02282,0.100373,0.348933,-0.036212,0.385145
AMGN,2002-01-31,acquirer,-0.026129,-0.024849,-0.00128,0.000254,-0.022652,0.022906,0.018265,0.0243,-0.006035,-0.157027,-0.042284,-0.114742
BDCO,2002-02-05,acquirer,-0.028571,-0.00626,-0.022312,-0.034286,0.032864,-0.06715,-0.085714,0.076256,-0.16197,-0.354286,0.005691,-0.359976
CLRO,2002-02-06,acquirer,-0.02935,0.019184,-0.048534,0.0587,0.037366,0.021334,0.1174,0.085326,0.032075,0.30608,0.000286,0.305793
WY,2002-02-08,acquirer,-0.024952,-0.003192,-0.02176,-0.058541,-0.024008,-0.034534,0.0,0.041216,-0.041216,0.049904,-0.029281,0.079185
CCZ,2002-02-11,acquirer,0.007132,0.01072,-0.003588,-0.195571,-0.004455,-0.191116,-0.067943,0.043157,-0.1111,-0.131381,-0.005012,-0.12637
CMCSA,2002-02-11,target,0.031662,0.01072,0.020943,-0.076517,-0.004455,-0.072062,0.032982,0.043157,-0.010176,-0.051451,-0.005012,-0.046439
WFC,2002-03-01,target,-0.010212,-0.003206,-0.007006,0.003142,0.012826,-0.009683,-0.017282,-0.019773,0.002491,0.053417,-0.095792,0.149209
NOC,2002-03-04,acquirer,0.051575,0.011795,0.03978,0.052959,0.015413,0.037546,0.094496,-0.020775,0.115271,0.150917,-0.090604,0.241522
SWKS,2002-03-05,acquirer,0.00807,-0.002119,0.010189,-0.05918,-0.006094,-0.053086,-0.236718,-0.031925,-0.204793,-0.515804,-0.09286,-0.422944
XEL,2002-03-13,acquirer,0.002002,0.009476,-0.007474,0.041041,-0.002269,0.04331,0.002002,-0.043107,0.045109,-0.204204,-0.12118,-0.083024
BAX,2002-03-18,acquirer,-0.005558,-0.018776,0.013218,0.033855,-0.027048,0.060904,0.015159,-0.042411,0.05757,-0.147549,-0.106224,-0.041326
CIEN,2002-03-20,acquirer,-0.002328,-0.00214,-0.000188,0.04773,-0.006688,0.054418,-0.065192,-0.037186,-0.028006,-0.552969,-0.122124,-0.430844
JEF,2002-04-11,acquirer,0.0,-0.007612,0.007612,-0.00915,0.013149,-0.022299,-0.065359,-0.031834,-0.033526,-0.194771,-0.172734,-0.022038
WABC,2002-04-12,acquirer,0.007579,0.023849,-0.01627,-0.012929,0.003905,-0.016834,0.024075,-0.003208,0.027283,-0.133749,-0.161925,0.028175
WY,2002-04-15,acquirer,0.005837,-0.00218,0.008016,-0.034047,-0.023702,-0.010344,0.104086,-0.030241,0.134327,-0.064202,-0.197248,0.133046
CAR,2002-04-30,acquirer,0.03501,-0.003814,0.038824,0.032998,-0.001554,0.034552,0.023742,-0.017938,0.04168,-0.226157,-0.162147,-0.06401
DGX,2002-05-15,acquirer,0.001547,0.004891,-0.003344,-0.055985,-0.002236,-0.053749,-0.001547,-0.056456,0.05491,-0.338076,-0.149804,-0.188272
CDNS,2002-05-15,acquirer,-0.005324,0.004891,-0.010215,-0.031946,-0.002236,-0.02971,-0.177638,-0.056456,-0.121182,-0.335915,-0.149804,-0.18611
ELV,2002-05-21,acquirer,0.002274,0.010759,-0.008485,0.076544,-0.017695,0.09424,0.103448,-0.085504,0.188952,-0.062524,-0.117922,0.055398
SWK,2002-05-24,acquirer,-0.008822,-0.007418,-0.001404,-0.02779,-0.032097,0.004307,-0.013674,-0.092867,0.079193,-0.132333,-0.115692,-0.016642
FICO,2002-05-29,acquirer,-0.00678,0.002018,-0.008797,-0.028813,-0.033146,0.004333,-0.163858,-0.071912,-0.091946,-0.096481,-0.136331,0.03985
C,2002-05-31,acquirer,-0.009651,0.002512,-0.012163,-0.016513,-0.006058,-0.010455,-0.116046,-0.086879,-0.029167,-0.129448,-0.117612,-0.011836
EBAY,2002-08-06,acquirer,0.026923,0.032269,-0.005346,0.036538,0.046747,-0.010208,0.017308,0.021629,-0.004321,0.192308,0.04727,0.145038
CCZ,2002-08-12,acquirer,-0.041116,0.036442,-0.077558,0.032305,0.060794,-0.028489,0.099853,0.005354,0.094499,0.170338,-0.003627,0.173965
CMCSA,2002-08-12,acquirer,0.020362,0.036442,-0.01608,0.128959,0.060794,0.068165,0.264706,0.005354,0.259352,0.230769,-0.003627,0.234396
PFE,2002-08-14,acquirer,-0.013666,-0.002959,-0.010707,0.039389,0.034024,0.005365,-0.101286,-0.038626,-0.06266,-0.026527,-0.043228,0.016701
BOKF,2002-08-23,acquirer,0.01032,-0.011615,0.021935,-0.001548,-0.073238,0.07169,-0.0516,-0.110502,0.058902,-0.001032,-0.015002,0.01397
CAH,2002-10-16,acquirer,-0.014672,0.004159,-0.018832,0.011738,0.00104,0.010698,0.024454,0.035355,-0.010901,-0.112162,0.032062,-0.144224
FISV,2002-11-12,acquirer,0.017021,0.018897,-0.001876,0.114894,0.037279,0.077615,0.100709,0.003264,0.097445,0.052482,-0.050335,0.102817
MTCH,2002-11-13,acquirer,0.016248,0.00725,0.008998,0.140325,0.036925,0.1034,-0.039882,0.010116,-0.049998,-0.103397,-0.051593,-0.051804
USA,2002-11-13,target,-0.006931,0.00725,-0.014181,0.027692,0.036925,-0.009233,-0.013851,0.010116,-0.023968,-0.063712,-0.051593,-0.012119
SCI,2002-11-27,acquirer,0.064378,0.001628,0.06275,0.107296,-0.020674,0.12797,0.0,-0.056487,0.056487,-0.077253,-0.11509,0.037837
WTRG,2002-11-27,acquirer,0.048872,0.001628,0.047244,0.030075,-0.020674,0.050749,0.030075,-0.056487,0.086562,0.033835,-0.11509,0.148925
GE,2002-12-20,acquirer,-0.015589,-0.007441,-0.008148,-0.046482,-0.019787,-0.026695,-0.096968,-0.040419,-0.056549,0.049914,-0.02875,0.078664
PEP,2002-12-20,acquirer,0.0062,-0.007441,0.013641,0.011515,-0.019787,0.031302,-0.016386,-0.040419,0.024033,-0.042073,-0.02875,-0.013322
USA,2002-12-23,target,-0.002901,0.000511,-0.003412,0.005802,0.019254,-0.013451,-0.002901,-0.046516,0.043614,0.013792,-0.020617,0.034409
MTCH,2002-12-23,acquirer,-0.006525,0.000511,-0.007036,0.032626,0.019254,0.013373,-0.071778,-0.046516,-0.025263,0.19739,-0.020617,0.218007
SNV,2003-01-06,acquirer,-0.006262,-0.014448,0.008185,0.006262,0.006567,-0.000305,-0.077142,-0.089312,0.01217,-0.144321,-0.045149,-0.099173
SNV,2003-01-08,acquirer,-0.013956,0.002789,-0.016745,-0.027058,-0.00853,-0.018528,-0.072629,-0.094816,0.022187,-0.149245,-0.053314,-0.095932
FNB,2003-01-08,target,-0.002028,0.002789,-0.004817,-0.008114,-0.00853,0.000417,0.0,-0.094816,0.094816,0.075051,-0.053314,0.128364
CMCSA,2003-01-31,acquirer,-0.040201,-0.009887,-0.030314,-0.021776,-0.025777,0.004001,0.098827,-0.032133,0.13096,0.134003,0.083157,0.050847
CCZ,2003-01-31,acquirer,0.0,-0.009887,0.009887,0.022552,-0.025777,0.048329,0.10176,-0.032133,0.133893,0.189769,0.083157,0.106612
MTCH,2003-02-13,acquirer,0.041166,0.017547,0.023619,0.020583,-0.004161,0.024744,0.183533,0.037265,0.146269,0.598628,0.131874,0.466754
DVN,2003-03-07,acquirer,-0.007237,-0.009921,0.002685,-0.048684,0.067016,-0.1157,-0.083553,0.088731,-0.172283,0.060526,0.213029,-0.152503
IP,2003-03-11,acquirer,0.026831,0.034366,-0.007535,0.104424,0.08507,0.019353,0.007252,0.083756,-0.076504,0.166062,0.242254,-0.076191
TFC,2003-03-14,acquirer,0.0,0.005965,-0.005965,-0.020924,0.002982,-0.023906,-0.002165,0.038772,-0.040936,0.100289,0.176316,-0.076027
PXLW,2003-04-18,acquirer,0.043062,0.018772,0.02429,0.177033,0.023846,0.153188,0.082935,0.031287,0.051648,-0.033493,0.100118,-0.133611
BF-B,2003-04-21,acquirer,-0.007905,0.00913,-0.017035,-0.009881,0.008466,-0.018348,-0.029644,0.014276,-0.043921,0.011858,0.089641,-0.077784
BF-A,2003-04-21,acquirer,0.0,0.00913,-0.00913,0.0,0.008466,-0.008466,-0.017857,0.014276,-0.032133,0.027778,0.089641,-0.061864
CIEN,2003-04-29,acquirer,0.055328,-0.000165,0.055493,0.131148,0.016001,0.115146,0.178279,0.054767,0.123511,0.161885,0.082646,0.079239
PRDO,2003-05-01,acquirer,0.012557,-0.001952,0.014509,0.005232,0.005694,-0.000462,-0.001395,0.048804,-0.050199,0.384025,0.06068,0.323345
MTCH,2003-05-02,acquirer,0.0,0.009454,-0.009454,0.01464,0.019886,-0.005246,0.123874,0.066015,0.057859,0.158784,0.062755,0.096029
USA,2003-05-02,target,0.006683,0.009454,-0.002771,0.030744,0.019886,0.010858,0.101428,0.066015,0.035413,0.176282,0.062755,0.113527
MTCH,2003-05-05,acquirer,-0.001126,-0.00549,0.004364,0.033784,0.008558,0.025226,0.129504,0.061198,0.068306,0.06982,0.030518,0.039301
USA,2003-05-05,target,0.0,-0.00549,0.00549,0.031846,0.008558,0.023288,0.094115,0.061198,0.032917,0.136605,0.030518,0.106087
MTCH,2003-06-05,acquirer,-0.011364,-0.010082,-0.001281,-0.014463,0.003055,-0.017518,0.130165,0.022762,0.107403,-0.036157,0.039719,-0.075876
USA,2003-06-05,target,-0.019231,-0.010082,-0.009148,0.009615,0.003055,0.00656,0.038462,0.022762,0.0157,0.096154,0.039719,0.056435
WAFD,2003-06-24,acquirer,0.0,0.013168,-0.013168,0.01751,0.023083,-0.005573,0.050584,0.02773,0.022853,0.126459,0.040744,0.085716
UBSI,2003-07-08,acquirer,-0.014038,-0.012618,-0.00142,0.000826,-0.006459,0.007285,-0.006606,-0.025537,0.018931,0.0545,0.040559,0.013942
WFC,2003-07-22,target,-0.008671,-0.007612,-0.001059,-0.010838,-0.000913,-0.009925,-0.03396,0.015375,-0.049335,0.07948,0.060588,0.018892
PTEN,2003-07-24,acquirer,-0.035964,-0.003618,-0.032346,-0.026973,-0.017184,-0.009789,0.021978,-0.003015,0.024993,-0.075924,0.035122,-0.111046
NYCB,2003-07-30,acquirer,-0.026941,-0.008968,-0.017973,0.005283,-0.013984,0.019267,0.040676,0.02052,0.020156,0.197042,0.062319,0.134722
WBS,2003-08-28,acquirer,0.004072,0.013405,-0.009332,0.044344,0.022192,0.022151,0.023982,-0.010873,0.034855,0.182805,0.05347,0.129335
JEF,2003-09-04,acquirer,0.00129,0.008375,-0.007085,-0.006452,-0.003673,-0.002778,0.019355,0.013958,0.005397,0.113548,0.050397,0.063152
PNC,2003-10-08,target,-0.00155,0.002742,-0.004292,0.008136,0.010824,-0.002688,0.114684,0.0127,0.101984,0.095312,0.08284,0.012472
LMT,2003-10-15,acquirer,0.003997,-0.010994,0.014991,-0.001199,-0.01956,0.018361,-0.011591,0.000428,-0.012019,0.132294,0.088806,0.043488
SNV,2003-11-18,target,-0.013201,-0.008911,-0.00429,0.006093,0.015809,-0.009717,-0.005686,0.04484,-0.050527,-0.122664,0.099454,-0.222118
ELV,2003-11-26,acquirer,0.010359,0.010745,-0.000386,0.008287,0.003676,0.004611,0.030732,0.049343,-0.018611,0.196823,0.089919,0.106904
GE,2003-11-26,acquirer,0.01248,0.010745,0.001735,0.014976,0.003676,0.0113,0.078497,0.049343,0.029155,0.147635,0.089919,0.057716
JEF,2003-12-03,acquirer,-0.004635,-0.006994,0.002359,-0.003476,0.003077,-0.006554,0.106605,0.051056,0.055549,0.251448,0.073437,0.178012
BAC,2003-12-04,acquirer,0.01191,0.006762,0.005149,0.009704,0.012114,-0.00241,0.052051,0.061981,-0.009929,0.09925,0.076771,0.022479
TRV,2003-12-10,acquirer,0.000885,0.001952,-0.001068,0.006634,0.016595,-0.00996,0.098629,0.047832,0.050797,0.039805,0.035142,0.004664
TFC,2003-12-12,acquirer,0.00248,0.005315,-0.002836,0.015499,0.024059,-0.00856,-0.00806,0.062526,-0.070586,-0.009299,0.055532,-0.064832
LLY,2003-12-19,acquirer,-0.023135,0.000546,-0.023681,-0.017416,0.013796,-0.031212,-0.037952,0.043437,-0.081388,-0.074604,0.002459,-0.077062
ZBH,2003-12-23,acquirer,0.005375,0.000683,0.004692,0.019486,0.014621,0.004864,0.099446,0.046187,0.053258,0.050059,0.016398,0.033661
RHP,2004-01-09,acquirer,-0.000682,-0.005822,0.00514,-0.023858,0.008732,-0.032591,0.00818,0.025271,-0.017091,0.013633,0.00344,0.010193
JEF,2004-01-28,acquirer,0.021148,0.0,0.021148,-0.013092,-0.00264,-0.010452,0.099698,0.023627,0.076071,0.019134,-0.011088,0.030222
JPM,2004-02-19,acquirer,-0.006165,-0.002478,-0.003687,0.011449,0.001174,0.010275,0.005724,-0.042118,0.047842,-0.107442,-0.042378,-0.065063
JNPR,2004-02-24,acquirer,0.027433,0.000652,0.026781,0.000518,0.007173,-0.006655,-0.004658,-0.030256,0.025597,-0.143892,-0.022822,-0.12107
RF-PE,2004-02-27,acquirer,-0.004559,-0.005932,0.001372,0.025329,-0.010445,0.035774,-0.008612,-0.024113,0.015502,0.030395,-0.025016,0.055411
RF,2004-02-27,target,-0.004772,-0.005932,0.00116,0.025222,-0.010445,0.035666,0.002727,-0.024113,0.02684,0.042263,-0.025016,0.067279
NLY,2004-03-10,acquirer,0.015385,0.013211,0.002174,0.015385,0.017525,-0.00214,-0.113846,0.036937,-0.150783,-0.132308,0.032623,-0.164931
SNV,2004-03-12,acquirer,0.001749,0.005389,-0.00364,-0.006245,-0.010373,0.004128,0.031227,0.023306,0.007921,0.108918,0.028964,0.079954
HBAN,2004-03-16,acquirer,-0.003795,0.000265,-0.00406,-0.047438,-0.027432,-0.020007,-0.044592,0.010602,-0.055194,-0.02277,0.010602,-0.033372
IBOC,2004-03-19,acquirer,0.000559,-0.00177,0.002328,-0.000559,0.026817,-0.027376,0.044693,0.027498,0.017195,-0.008939,0.041247,-0.050185
CIEN,2004-03-23,acquirer,0.035789,0.013217,0.022572,0.046316,0.032429,0.013886,0.052632,0.043875,0.008756,-0.265263,0.047963,-0.313226
PFS,2004-03-25,acquirer,0.01087,0.014117,-0.003247,0.0,0.032536,-0.032536,-0.024155,0.029443,-0.053598,-0.059179,0.025545,-0.084723
SJM,2004-04-05,acquirer,-0.003021,-0.002339,-0.000683,-0.033233,-0.013122,-0.020111,0.000378,-0.026894,0.027271,-0.110272,-0.026504,-0.083768
MOS,2004-04-08,acquirer,-0.048104,-0.014041,-0.034063,-0.058279,-0.00858,-0.049699,-0.174838,-0.044202,-0.130636,-0.075856,-0.022231,-0.053625
AMGN,2004-04-23,acquirer,0.014669,0.000915,0.013754,-0.018896,-0.017909,-0.000988,-0.075087,-0.020523,-0.054564,-0.053207,-0.035294,-0.017913
DZSI,2004-05-06,acquirer,-0.02071,-0.010182,-0.010528,-0.008876,0.000815,-0.00969,-0.017751,0.044665,-0.062416,-0.189349,-0.023351,-0.165999
UNH,2004-05-07,acquirer,0.016095,0.008366,0.007728,0.037272,0.002469,0.034804,0.071156,0.045536,0.025621,0.04532,-0.000549,0.045868
EPD,2004-05-07,acquirer,0.020161,0.008366,0.011795,0.028226,0.002469,0.025757,0.044355,0.045536,-0.001181,0.044355,-0.000549,0.044903
BYD,2004-06-10,acquirer,0.017463,0.006987,0.010476,0.02114,0.003428,0.017712,0.051471,-0.01147,0.062941,0.119485,0.005537,0.113948
GSS,2004-06-10,acquirer,0.036613,0.006987,0.029626,0.112128,0.003428,0.1087,0.077803,-0.01147,0.089273,0.01373,0.005537,0.008193
PXD,2004-06-14,acquirer,0.02762,-0.000131,0.027751,0.052803,0.00144,0.051362,0.064988,-0.024614,0.089602,-0.028026,0.000524,-0.02855
FNB,2004-06-16,acquirer,0.012162,0.001836,0.010326,0.037838,0.008523,0.029314,0.022973,-0.028062,0.051035,0.158108,-0.002491,0.1606
MGM,2004-07-21,acquirer,-0.011945,-0.008392,-0.003553,-0.025597,0.006226,-0.031824,-0.085324,0.005414,-0.090738,-0.054608,0.010016,-0.064624
PNC,2004-08-11,acquirer,0.00476,0.001946,0.002814,0.036983,0.025441,0.011541,0.048334,0.060336,-0.012002,0.08019,0.097873,-0.017683
SPG,2004-08-13,target,0.000955,0.00563,-0.004675,0.030086,0.01744,0.012646,0.009074,0.041472,-0.032399,0.167144,0.101346,0.065798
COO,2004-08-20,acquirer,-0.009434,0.00135,-0.010784,0.00508,0.003104,0.001975,0.134253,0.016466,0.117786,0.16328,0.073154,0.090126
OCLR,2004-08-20,target,-0.003203,0.00135,-0.004553,-0.000229,0.003104,-0.003333,-0.851521,0.016466,-0.867988,-0.877602,0.073154,-0.950757
WBS,2004-09-10,acquirer,-0.008386,0.001967,-0.010352,-0.00559,-0.004327,-0.001264,-0.006289,-0.003802,-0.002487,0.021314,0.059525,-0.038212
NOV,2004-09-16,acquirer,-0.006809,-0.005891,-0.000918,0.028085,-0.014923,0.043009,-0.009362,-0.01296,0.003598,0.10383,0.070952,0.032878
MOS,2004-09-24,acquirer,0.028997,0.004815,0.024182,0.021944,0.027952,-0.006009,-0.12069,0.007222,-0.127912,-0.039969,0.096697,-0.136665
MRO,2004-10-12,acquirer,0.024096,-0.0081,0.032196,0.026506,-0.009162,0.035668,-0.048193,0.056566,-0.104759,-0.028916,0.071172,-0.100088
MGM,2004-10-12,acquirer,0.0,-0.0081,0.0081,0.001808,-0.009162,0.01097,0.012658,0.056566,-0.043908,0.014467,0.071172,-0.056706
MGM,2004-10-20,acquirer,0.001805,-0.011185,0.01299,0.005415,0.017843,-0.012428,0.00722,0.058722,-0.051501,0.01444,0.057923,-0.043482
YELL,2004-10-27,acquirer,-0.002287,-0.000131,-0.002156,0.036383,0.029435,0.006948,0.101663,0.043694,0.057969,0.156133,0.045133,0.111
FNB,2004-11-12,acquirer,-0.012151,-0.007214,-0.004937,-0.003645,-0.006343,0.002698,-0.049818,0.018159,-0.067977,-0.100851,0.025,-0.125851
CPT,2004-11-23,acquirer,-0.004963,-0.000748,-0.004215,0.010422,0.007606,0.002816,0.033251,0.022444,0.010807,-0.020347,0.030175,-0.050522
NS,2004-11-23,acquirer,-0.002586,-0.000748,-0.001838,-0.080172,0.007606,-0.087778,-0.049138,0.022444,-0.071582,0.034483,0.030175,0.004308
VLI,2004-11-23,target,-0.011236,-0.000748,-0.010488,-0.044944,0.007606,-0.05255,-0.146067,0.022444,-0.168511,-0.179775,0.030175,-0.20995
SMG,2004-11-24,acquirer,0.001204,-0.004492,0.005696,0.015051,0.007612,0.007439,0.080674,0.028825,0.05185,0.031908,0.024083,0.007826
LAMR,2004-12-02,acquirer,-0.013649,-0.000372,-0.013277,0.069609,0.000743,0.068866,0.05232,0.001238,0.051082,-0.029117,0.034551,-0.063668
WFC,2004-12-22,target,-0.001144,-0.002069,0.000925,-0.004002,0.00073,-0.004732,-0.033162,-0.03225,-0.000912,-0.049171,-0.024827,-0.024344
VLY,2005-02-09,acquirer,0.0,0.008592,-0.008592,-0.004373,0.004051,-0.008424,0.0,0.011661,-0.011661,-0.069971,-0.027863,-0.042108
JNJ,2005-02-16,acquirer,0.001388,0.001345,4.3e-05,0.013322,0.010024,0.003298,0.023036,-0.013814,0.036851,0.036636,-0.003912,0.040548
T,2005-03-11,acquirer,-0.016706,-0.00825,-0.008456,-0.0358,-0.021233,-0.014567,0.00716,-0.027906,0.035066,0.011933,-0.000728,0.012661
YELL,2005-04-01,acquirer,0.012825,0.004854,0.00797,-0.098043,0.003983,-0.102026,-0.151367,-0.008713,-0.142654,-0.144279,0.020289,-0.164568
VZ,2005-04-11,acquirer,-0.007867,-0.01184,0.003973,-0.028846,-0.02775,-0.001096,-0.022727,-0.012334,-0.010394,-0.01486,0.03404,-0.048901
CE,2005-04-13,acquirer,-0.033003,-0.013912,-0.019092,-0.057756,0.00215,-0.059906,-0.118812,-0.000379,-0.118432,0.098185,0.066017,0.032167
PRA,2005-04-19,acquirer,0.005875,0.019426,-0.013551,-0.007476,0.01621,-0.023686,0.067557,0.048244,0.019313,0.161282,0.089026,0.072256
RHP,2005-04-22,acquirer,0.002001,-0.00969,0.011691,0.023512,0.000503,0.023008,0.053527,0.027183,0.026343,0.189095,0.063176,0.125918
MTCH,2005-04-26,acquirer,-0.007018,-0.012533,0.005516,0.061404,0.016078,0.045326,0.119298,0.038106,0.081192,0.226316,0.074693,0.151623
VTR,2005-04-27,acquirer,0.030809,0.01359,0.017219,0.025674,0.02859,-0.002916,0.062901,0.052949,0.009952,0.245186,0.095256,0.14993
NEE,2005-04-28,acquirer,0.001818,0.005565,-0.003747,-0.010909,0.011637,-0.022546,-0.005455,0.032254,-0.037709,0.063636,0.073362,-0.009726
COF,2005-04-28,acquirer,0.011552,0.005565,0.005986,0.009819,0.011637,-0.001818,0.06392,0.032254,0.031666,0.164035,0.073362,0.090673
AVID,2005-04-29,acquirer,0.031256,0.001761,0.029495,0.092967,0.012201,0.080766,0.17231,0.035346,0.136964,-0.190543,0.066667,-0.25721
VLO,2005-05-19,acquirer,0.011983,0.005531,0.006452,0.080887,0.009464,0.071423,0.212103,0.023845,0.188258,0.349311,0.032325,0.316985
GME,2005-05-23,acquirer,-0.036,-0.000735,-0.035265,0.012,0.008454,0.003546,0.096,0.007106,0.088894,0.176,0.027077,0.148923
FHN,2005-05-24,target,0.001521,0.005395,-0.003874,0.01572,0.01128,0.00444,0.042089,0.000368,0.041721,-0.025862,0.018637,-0.044499
CVX,2005-05-26,acquirer,-0.014848,-0.006331,-0.008516,0.004815,-0.001705,0.00652,0.044141,0.003287,0.040854,0.095907,0.008401,0.087506
AMT,2005-05-27,acquirer,-0.002252,0.008577,-0.01083,0.045045,0.005391,0.039654,0.153153,0.006984,0.146169,0.303303,0.022546,0.280757
JEF,2005-06-14,acquirer,0.034864,0.002539,0.032325,0.019558,0.00798,0.011578,0.033163,0.018498,0.014665,0.164966,0.021642,0.143324
ASB-PF,2005-06-15,acquirer,0.015979,0.003739,0.01224,0.003995,-0.008683,0.012678,0.031957,0.011939,0.020018,-0.047492,0.018452,-0.065944
ASB,2005-06-15,acquirer,0.01541,0.003739,0.011671,0.003302,-0.008683,0.011985,0.029169,0.011939,0.01723,-0.043478,0.018452,-0.06193
YELL,2005-06-21,acquirer,-0.030194,-0.014034,-0.01616,0.025395,-0.014274,0.039669,0.112977,0.016193,0.096785,-0.212957,-0.001199,-0.211758
IEP,2005-06-21,acquirer,-0.028278,-0.014034,-0.014244,0.002571,-0.014274,0.016844,0.33419,0.016193,0.317997,0.37018,-0.001199,0.371379
ADBE,2005-06-28,acquirer,-0.016838,-0.005476,-0.011363,-0.054639,0.000973,-0.055613,0.018557,0.032611,-0.014055,-0.002749,0.019591,-0.02234
WM,2005-07-01,target,-0.009025,-0.00835,-0.000675,-0.018051,0.014644,-0.032694,-0.019856,0.035096,-0.054952,0.017449,0.021905,-0.004456
DZSI,2005-07-15,acquirer,0.053872,0.005482,0.04839,0.097643,0.006793,0.09085,-0.057239,-0.001192,-0.056047,-0.215488,-0.02598,-0.189508
BML-PG,2005-08-02,acquirer,0.003613,-0.00795,0.011564,0.00542,-0.011107,0.016527,0.015357,-0.017888,0.033245,0.01355,-0.029814,0.043364
BML-PH,2005-08-02,acquirer,0.006061,-0.00795,0.014011,0.005051,-0.011107,0.016158,0.017172,-0.017888,0.03506,0.020202,-0.029814,0.050016
BAC,2005-08-02,acquirer,-0.001428,-0.00795,0.006523,-0.023555,-0.011107,-0.012447,-0.003926,-0.017888,0.013963,0.008208,-0.029814,0.038023
UNH,2005-08-11,acquirer,-0.001962,0.006162,-0.008124,-0.017415,-0.00474,-0.012675,0.018151,0.004858,0.013292,0.138337,0.006636,0.131701
ZION,2005-08-17,acquirer,-0.00083,0.002267,-0.003097,-0.00871,-0.005012,-0.003698,0.0,0.011575,-0.011575,0.043758,0.014916,0.028841
QCOM,2005-08-19,acquirer,-0.00662,-0.001905,-0.004715,-0.012072,-0.006429,-0.005642,0.080607,-0.008572,0.08918,0.135125,0.026075,0.10905
WHR,2005-09-29,acquirer,-0.008781,-0.00354,-0.00524,-0.027346,-0.02785,0.000504,0.035876,-0.02372,0.059595,0.11139,0.017347,0.094043
VIAV,2005-10-05,acquirer,-0.027273,0.003533,-0.030805,-0.1,-0.014862,-0.085138,0.068182,0.024485,0.043696,0.209091,0.083323,0.125768
GME,2005-10-07,acquirer,-0.011407,-0.001469,-0.009938,0.011407,0.004285,0.007122,0.163498,0.030607,0.132891,0.239544,0.092556,0.146987
MGM,2005-10-17,acquirer,0.068764,0.016638,0.052126,0.109109,0.016145,0.092964,-0.040852,0.048188,-0.089041,-0.071302,0.094898,-0.166199
ORCL,2005-10-19,acquirer,0.009174,0.003949,0.005226,0.025484,0.003702,0.021782,0.038736,0.063425,-0.024689,0.012232,0.080084,-0.067851
ELV,2005-10-26,acquirer,0.019888,0.014384,0.005504,0.009009,0.035284,-0.026275,0.037566,0.068847,-0.031281,0.030257,0.093312,-0.063055
PP,2005-10-27,target,0.001523,0.002666,-0.001143,-0.016497,0.01927,-0.035768,0.032741,0.052478,-0.019737,,,
BDN,2005-10-27,acquirer,0.002817,0.002666,0.000151,-0.035211,0.01927,-0.054482,0.069014,0.052478,0.016536,0.171831,0.069931,0.1019
FNF,2005-10-28,acquirer,0.016779,0.003022,0.013757,0.038591,0.017527,0.021064,0.058725,0.043999,0.014726,0.124161,0.074459,0.049702
LNC,2005-12-08,acquirer,0.001979,0.001034,0.000944,0.007256,0.005632,0.001624,0.060356,0.02908,0.031276,0.078166,0.035977,0.042189
