symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
ASB,FULT,0.8614,Financial Services,Banks - Regional,Banks - Regional,True,4.25,3.54,1.2,749
HD,LOW,0.8613,Consumer Cyclical,Home Improvement,Home Improvement,True,407.86,147.44,2.77,749
ABCB,FRME,0.8613,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.16,2.35,749
STBA,UCB,0.8613,Financial Services,Banks - Regional,Banks - Regional,True,1.52,3.8,2.5,749
ASB,SSB,0.8612,Financial Services,Banks - Regional,Banks - Regional,True,4.25,9.42,2.21,749
CSQ,FLCSX,0.8612,Financial Services,Asset Management,Asset Management,True,3.1,4.29,1.39,749
HBAN,TFC,0.861,Financial Services,Banks - Regional,Banks - Regional,True,25.66,62.37,2.43,749
CFG,MTB,0.8609,Financial Services,Banks - Regional,Banks - Regional,True,25.2,32.9,1.31,749
CADE,HWC,0.8608,Financial Services,Banks - Regional,Banks - Regional,True,8.06,5.3,1.52,749
HOMB,STBA,0.8607,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.52,3.6,749
BHLB,PPBI,0.8607,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.36,1.02,645
FCF,UBSI,0.8605,Financial Services,Banks - Regional,Banks - Regional,True,1.73,5.39,3.11,749
HOMB,SFNC,0.8605,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.7,2.03,749
FFBC,FNB,0.8605,Financial Services,Banks - Regional,Banks - Regional,True,2.37,6.14,2.59,749
BBT,PPBI,0.8604,Financial Services,Asset Management,Banks - Regional,False,2.31,2.36,1.02,645
FULT,HWC,0.8604,Financial Services,Banks - Regional,Banks - Regional,True,3.54,5.3,1.49,749
FNB,UCBI,0.8602,Financial Services,Banks - Regional,Banks - Regional,True,6.14,3.66,1.68,395
FLCSX,PTOAX,0.8601,Financial Services,Asset Management,Asset Management,True,4.29,1.34,3.21,749
FRT,KRG,0.8601,Real Estate,REIT - Retail,REIT - Retail,True,9.35,5.54,1.69,749
FFBC,STBA,0.86,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.52,1.56,749
FFBC,SFNC,0.86,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.7,1.14,749
HWC,WSFS,0.86,Financial Services,Banks - Regional,Banks - Regional,True,5.3,3.0,1.76,749
HOPE,OCFC,0.8599,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.03,1.37,749
ETV,INFO,0.8599,Financial Services,Asset Management,Asset Management,True,1.68,8.08,4.8,318
HOPE,UBSI,0.8598,Financial Services,Banks - Regional,Banks - Regional,True,1.41,5.39,3.82,749
HBAN,KEY,0.8597,Financial Services,Banks - Regional,Banks - Regional,True,25.66,22.6,1.14,749
ABALX,PARDX,0.8596,Financial Services,Asset Management,Asset Management,True,216.94,78.12,2.78,749
CADE,FNB,0.8595,Financial Services,Banks - Regional,Banks - Regional,True,8.06,6.14,1.31,749
EGP,STAG,0.8595,Real Estate,REIT - Industrial,REIT - Industrial,True,7.83,6.16,1.27,749
HOMB,HWC,0.8592,Financial Services,Banks - Regional,Banks - Regional,True,5.47,5.3,1.03,749
PTOAX,SMTAX,0.8591,Financial Services,Asset Management,Asset Management,True,1.34,3.52,2.63,749
ABCB,BHLB,0.8589,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.32,2.19,646
UBSI,UCBI,0.8589,Financial Services,Banks - Regional,Banks - Regional,True,5.39,3.66,1.48,395
ASB,FIBK,0.8587,Financial Services,Banks - Regional,Banks - Regional,True,4.25,3.34,1.27,749
FRME,PPBI,0.8587,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.36,1.09,645
FFBC,NWBI,0.8587,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.76,1.35,749
RNST,UBSI,0.8587,Financial Services,Banks - Regional,Banks - Regional,True,2.12,5.39,2.54,749
EWBC,WTFC,0.8586,Financial Services,Banks - Diversified,Banks - Regional,False,15.54,9.36,1.66,749
MTH,TPH,0.8585,Consumer Cyclical,Residential Construction,Residential Construction,True,4.66,3.41,1.37,749
FRME,SSB,0.8585,Financial Services,Banks - Regional,Banks - Regional,True,2.16,9.42,4.35,749
MHO,TMHC,0.8584,Consumer Cyclical,Residential Construction,Residential Construction,True,3.42,6.37,1.86,749
FANG,OVV,0.8584,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,34.99,10.72,3.26,749
FRME,STBA,0.8584,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.52,1.42,749
FIBK,HWC,0.8584,Financial Services,Banks - Regional,Banks - Regional,True,3.34,5.3,1.58,749
SFNC,UCBI,0.8584,Financial Services,Banks - Regional,Banks - Regional,True,2.7,3.66,1.36,395
BXP,DEI,0.8583,Real Estate,REIT - Office,REIT - Office,True,11.71,3.11,3.77,749
BHLB,SFNC,0.8581,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.7,1.16,646
FFBC,HWC,0.8581,Financial Services,Banks - Regional,Banks - Regional,True,2.37,5.3,2.23,749
LEN,TOL,0.858,Consumer Cyclical,Residential Construction,Residential Construction,True,33.57,13.36,2.51,749
EFSC,FRME,0.858,Financial Services,Banks - Regional,Banks - Regional,True,2.11,2.16,1.03,749
AUB,UCB,0.858,Financial Services,Banks - Regional,Banks - Regional,True,5.0,3.8,1.32,749
PFS,WSFS,0.8579,Financial Services,Banks - Regional,Banks - Regional,True,2.58,3.0,1.16,749
MTH,PHM,0.8578,Consumer Cyclical,Residential Construction,Residential Construction,True,4.66,23.21,4.98,749
HWC,UBSI,0.8578,Financial Services,Banks - Regional,Banks - Regional,True,5.3,5.39,1.02,749
ETG,SMTAX,0.8578,Financial Services,Asset Management - Income,Asset Management,False,1.68,3.52,2.1,749
BRX,FRT,0.8578,Real Estate,REIT - Retail,REIT - Retail,True,8.44,9.35,1.11,749
CATY,FNB,0.8577,Financial Services,Banks - Regional,Banks - Regional,True,3.28,6.14,1.88,749
ABCB,FBK,0.8577,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.97,1.71,749
CMS,DTE,0.8575,Utilities,Regulated Electric,Regulated Electric,True,19.84,25.0,1.26,749
CSQ,ETG,0.8574,Financial Services,Asset Management,Asset Management - Income,False,3.1,1.68,1.84,749
FBIN,MAS,0.8574,Industrials,Construction,Construction,True,8.64,15.82,1.83,749
CFG,RF,0.8573,Financial Services,Banks - Regional,Banks - Regional,True,25.2,23.71,1.06,749
SBCF,SSB,0.8572,Financial Services,Banks - Regional,Banks - Regional,True,2.77,9.42,3.4,749
MTDR,OVV,0.8571,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.95,10.72,1.54,749
CATY,SFNC,0.8571,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.7,1.21,749
BXP,VNO,0.8571,Real Estate,REIT - Office,REIT - Office,True,11.71,8.01,1.46,749
BHLB,HOPE,0.857,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.41,1.64,646
ABCB,SSB,0.857,Financial Services,Banks - Regional,Banks - Regional,True,5.08,9.42,1.85,749
CHRD,MGY,0.8569,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,4.36,1.39,749
FRME,UCB,0.8569,Financial Services,Banks - Regional,Banks - Regional,True,2.16,3.8,1.76,749
CBU,FCF,0.8569,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.73,1.86,749
AEE,LNT,0.8569,Utilities,Regulated Electric,Regulated Electric,True,23.78,15.17,1.57,749
SFNC,WSFS,0.8568,Financial Services,Banks - Regional,Banks - Regional,True,2.7,3.0,1.11,749
NUE,STLD,0.8567,Basic Materials,Steel,Steel,True,37.63,25.05,1.5,749
HWC,SSB,0.8567,Financial Services,Banks - Regional,Banks - Regional,True,5.3,9.42,1.78,749
FRME,WSBC,0.8566,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.98,1.38,749
ABALX,AFMBX,0.8565,Financial Services,Asset Management,Asset Management,True,216.94,216.87,1.0,749
HOPE,INDB,0.8565,Financial Services,Banks - Regional,Banks - Regional,True,1.41,3.61,2.56,749
HOPE,IBTX,0.8565,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.1,1.49,479
HWC,SNV,0.8564,Financial Services,Banks - Regional,Banks - Regional,True,5.3,7.39,1.39,728
ABCB,ASB,0.8564,Financial Services,Banks - Regional,Banks - Regional,True,5.08,4.25,1.2,749
BUSE,TOWN,0.8564,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.56,1.21,749
CATY,PPBI,0.8564,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.36,1.39,645
CATY,WSFS,0.8563,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.0,1.09,749
BKU,HWC,0.8562,Financial Services,Banks - Regional,Banks - Regional,True,3.39,5.3,1.56,749
ABCB,FFBC,0.8562,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.37,2.14,749
PFS,STBA,0.8562,Financial Services,Banks - Regional,Banks - Regional,True,2.58,1.52,1.7,749
CVBF,FRME,0.8562,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.16,1.18,749
ONB,WTFC,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,8.65,9.36,1.08,749
HIMYX,PRTAX,0.8561,Financial Services,Asset Management - Income,Asset Management - Income,True,1.05,2.11,2.02,749
TOWN,UCBI,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,2.56,3.66,1.43,395
ONB,UCB,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,8.65,3.8,2.28,749
ASB,HOMB,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,4.25,5.47,1.29,749
HOMB,ONB,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,5.47,8.65,1.58,749
ETG,INFO,0.8561,Financial Services,Asset Management - Income,Asset Management,False,1.68,8.08,4.81,318
UBSI,WSBC,0.8561,Financial Services,Banks - Regional,Banks - Regional,True,5.39,2.98,1.81,749
CATY,UCBI,0.856,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.66,1.12,395
ARTMX,CHCLX,0.8559,Financial Services,Asset Management,Asset Management,True,3.37,1.83,1.84,749
CCS,TMHC,0.8558,Consumer Cyclical,Residential Construction,Residential Construction,True,1.78,6.37,3.58,749
BBT,WSFS,0.8558,Financial Services,Asset Management,Banks - Regional,False,2.31,3.0,1.3,749
ABCB,HOMB,0.8558,Financial Services,Banks - Regional,Banks - Regional,True,5.08,5.47,1.08,749
SASR,TOWN,0.8558,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.56,1.68,538
FCF,PFS,0.8558,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.58,1.49,749
ABCB,UBSI,0.8558,Financial Services,Banks - Regional,Banks - Regional,True,5.08,5.39,1.06,749
HOPE,STBA,0.8557,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.52,1.08,749
EWBC,WBS,0.8556,Financial Services,Banks - Diversified,Banks - Regional,False,15.54,10.09,1.54,749
NOG,SM,0.8555,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,3.71,4.45,1.2,749
BUSE,EFSC,0.8555,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.11,1.01,749
INDB,UBSI,0.8555,Financial Services,Banks - Regional,Banks - Regional,True,3.61,5.39,1.49,749
CATY,SSB,0.8554,Financial Services,Banks - Regional,Banks - Regional,True,3.28,9.42,2.88,749
FCF,WSFS,0.8554,Financial Services,Banks - Regional,Banks - Regional,True,1.73,3.0,1.73,749
PFS,UBSI,0.8553,Financial Services,Banks - Regional,Banks - Regional,True,2.58,5.39,2.09,749
MA,V,0.8553,Financial Services,Financial - Credit Services,Financial - Credit Services,True,512.08,662.96,1.29,749
DVN,FANG,0.8552,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,34.99,1.72,749
SNV,WTFC,0.8552,Financial Services,Banks - Regional,Banks - Regional,True,7.39,9.36,1.27,728
HWC,PPBI,0.8551,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.36,2.25,645
FBP,OFG,0.855,Financial Services,Banks - Regional,Banks - Regional,True,3.32,1.91,1.74,749
BANR,FRME,0.855,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.16,1.01,749
BHLB,FFBC,0.855,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.37,1.02,646
CHTR,LBRDA,0.8549,Communication Services,Telecommunications Services,Telecommunications Services,True,28.21,10.63,2.65,749
SASR,SFNC,0.8549,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.7,1.77,538
BHLB,UBSI,0.8549,Financial Services,Banks - Regional,Banks - Regional,True,2.32,5.39,2.33,646
TOWN,UCB,0.8549,Financial Services,Banks - Regional,Banks - Regional,True,2.56,3.8,1.48,749
CATY,HOMB,0.8548,Financial Services,Banks - Regional,Banks - Regional,True,3.28,5.47,1.67,749
PFS,TRST,0.8547,Financial Services,Banks - Regional,Banks - Regional,True,2.58,1.02,2.52,749
FRME,TCBK,0.8547,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.54,1.41,749
ONB,TRMK,0.8547,Financial Services,Banks - Regional,Banks - Regional,True,8.65,2.35,3.68,749
CCS,KBH,0.8546,Consumer Cyclical,Residential Construction,Residential Construction,True,1.78,4.36,2.45,749
FNB,RF,0.8546,Financial Services,Banks - Regional,Banks - Regional,True,6.14,23.71,3.86,749
ABCB,CVBF,0.8546,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.56,1.99,749
HOPE,HWC,0.8544,Financial Services,Banks - Regional,Banks - Regional,True,1.41,5.3,3.75,749
FFBC,TRMK,0.8544,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.35,1.01,749
CHCLX,PTOAX,0.8543,Financial Services,Asset Management,Asset Management,True,1.83,1.34,1.37,749
APLE,RLJ,0.8543,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,3.7,1.56,2.37,749
ABCB,ONB,0.8542,Financial Services,Banks - Regional,Banks - Regional,True,5.08,8.65,1.7,749
BUSE,STBA,0.8542,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.52,1.4,749
ABCB,WTFC,0.8542,Financial Services,Banks - Regional,Banks - Regional,True,5.08,9.36,1.84,749
BUSE,SRCE,0.8542,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.52,1.39,749
BBT,PFS,0.8541,Financial Services,Asset Management,Banks - Regional,False,2.31,2.58,1.12,749
UBSI,WSFS,0.8541,Financial Services,Banks - Regional,Banks - Regional,True,5.39,3.0,1.8,749
HOPE,SFNC,0.8541,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.7,1.91,749
FNB,UBSI,0.8541,Financial Services,Banks - Regional,Banks - Regional,True,6.14,5.39,1.14,749
BUSE,WSFS,0.8541,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.0,1.42,749
CUBE,EXR,0.854,Real Estate,REIT - Industrial,REIT - Industrial,True,9.7,31.65,3.26,749
AUB,SSB,0.8539,Financial Services,Banks - Regional,Banks - Regional,True,5.0,9.42,1.88,749
ONB,SSB,0.8539,Financial Services,Banks - Regional,Banks - Regional,True,8.65,9.42,1.09,749
PFS,SASR,0.8539,Financial Services,Banks - Regional,Banks - Regional,True,2.58,1.52,1.7,538
AMH,INVH,0.8539,Real Estate,REIT - Residential,REIT - Residential,True,13.75,19.58,1.42,749
SSB,UBSI,0.8538,Financial Services,Banks - Regional,Banks - Regional,True,9.42,5.39,1.75,749
CADE,UCB,0.8537,Financial Services,Banks - Regional,Banks - Regional,True,8.06,3.8,2.12,749
SFNC,STBA,0.8537,Financial Services,Banks - Regional,Banks - Regional,True,2.7,1.52,1.77,749
CHK,SWN,0.8536,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,13.46,7.21,1.87,414
EXE,SWN,0.8536,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,15.63,7.21,2.17,414
BBT,UCB,0.8536,Financial Services,Asset Management,Banks - Regional,False,2.31,3.8,1.65,749
CFG,PNC,0.8535,Financial Services,Banks - Regional,Banks - Regional,True,25.2,82.24,3.26,749
SASR,WSFS,0.8534,Financial Services,Banks - Regional,Banks - Regional,True,1.52,3.0,1.98,538
CUBE,NSA,0.8534,Real Estate,REIT - Industrial,REIT - Industrial,True,9.7,2.91,3.33,749
ASB,SNV,0.8533,Financial Services,Banks - Regional,Banks - Regional,True,4.25,7.39,1.74,728
SSB,UCBI,0.8533,Financial Services,Banks - Regional,Banks - Regional,True,9.42,3.66,2.58,395
PPBI,UBSI,0.8533,Financial Services,Banks - Regional,Banks - Regional,True,2.36,5.39,2.29,645
FCF,TRST,0.8531,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.02,1.69,749
JHNBX,VIPSX,0.853,Financial Services,Asset Management - Bonds,Asset Management,False,25.95,26.5,1.02,749
BRX,UE,0.853,Real Estate,REIT - Retail,REIT - Diversified,False,8.44,2.61,3.24,749
FRME,HOPE,0.8528,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.41,1.53,749
TRMK,UCB,0.8527,Financial Services,Banks - Regional,Banks - Regional,True,2.35,3.8,1.62,749
FCF,SFNC,0.8527,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.7,1.55,749
CATY,FRME,0.8527,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.16,1.51,749
FULT,UCB,0.8527,Financial Services,Banks - Regional,Banks - Regional,True,3.54,3.8,1.07,749
BHLB,HWC,0.8527,Financial Services,Banks - Regional,Banks - Regional,True,2.32,5.3,2.29,646
MGY,NOG,0.8526,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,4.36,3.71,1.17,749
ABCB,TRMK,0.8526,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.35,2.16,749
CATY,FIBK,0.8525,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.34,1.02,749
AEE,WEC,0.8525,Utilities,Regulated Electric,Regulated Electric,True,23.78,29.74,1.25,749
FFBC,HOPE,0.8524,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.41,1.68,749
IBOC,UCB,0.8524,Financial Services,Banks - Regional,Banks - Regional,True,3.93,3.8,1.03,749
INDB,STBA,0.8523,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.52,2.38,749
CATY,FFBC,0.8522,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.37,1.38,749
HWC,IBOC,0.8522,Financial Services,Banks - Regional,Banks - Regional,True,5.3,3.93,1.35,749
OCFC,WSFS,0.8522,Financial Services,Banks - Regional,Banks - Regional,True,1.03,3.0,2.91,749
ABALX,FFFEX,0.8521,Financial Services,Asset Management,Asset Management,True,216.94,274.88,1.27,749
AFMBX,FFFEX,0.852,Financial Services,Asset Management,Asset Management,True,216.87,274.88,1.27,749
SNV,WBS,0.852,Financial Services,Banks - Regional,Banks - Regional,True,7.39,10.09,1.37,728
CMS,LNT,0.852,Utilities,Regulated Electric,Regulated Electric,True,19.84,15.17,1.31,749
BHLB,INDB,0.8519,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.61,1.56,646
CFG,ZION,0.8519,Financial Services,Banks - Regional,Banks - Regional,True,25.2,8.61,2.93,749
HOPE,UCBI,0.8518,Financial Services,Banks - Regional,Banks - Regional,True,1.41,3.66,2.59,395
ABCB,BANR,0.8518,Financial Services,Banks - Regional,Banks - Regional,True,5.08,2.14,2.37,749
PFS,UCB,0.8518,Financial Services,Banks - Regional,Banks - Regional,True,2.58,3.8,1.47,749
ATERX,CHCLX,0.8517,Financial Services,Asset Management - Global,Asset Management,False,6.52,1.83,3.55,334
RNST,STBA,0.8517,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.52,1.4,749
SSB,WTFC,0.8516,Financial Services,Banks - Regional,Banks - Regional,True,9.42,9.36,1.01,749
UCBI,WSFS,0.8516,Financial Services,Banks - Regional,Banks - Regional,True,3.66,3.0,1.22,395
CFG,TFC,0.8515,Financial Services,Banks - Regional,Banks - Regional,True,25.2,62.37,2.48,749
FIBK,UCBI,0.8515,Financial Services,Banks - Regional,Banks - Regional,True,3.34,3.66,1.09,395
LNT,WEC,0.8515,Utilities,Regulated Electric,Regulated Electric,True,15.17,29.74,1.96,749
MTG,NMIH,0.8514,Financial Services,Insurance - Specialty,Insurance - Specialty,True,6.2,2.94,2.11,749
BUSE,FCF,0.8514,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.73,1.22,749
FFIN,FRME,0.8514,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.16,1.98,749
KRG,UE,0.8514,Real Estate,REIT - Retail,REIT - Diversified,False,5.54,2.61,2.13,749
FFBC,PFS,0.8512,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.58,1.09,749
FITB,KEY,0.8512,Financial Services,Banks - Regional,Banks - Regional,True,31.1,22.6,1.38,749
CATY,ONB,0.8512,Financial Services,Banks - Regional,Banks - Regional,True,3.28,8.65,2.64,749
BUSE,HOPE,0.8511,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.41,1.5,749
BUSE,SFNC,0.8511,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.7,1.27,749
