symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
FBK,FBNC,0.8115,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.1,1.42,749
ABCB,GBCI,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,5.08,5.72,1.13,749
EFSC,SASR,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.52,1.39,538
CADE,INDB,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,8.06,3.61,2.23,749
OBK,WSBC,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,1.16,2.98,2.58,749
FBNC,WSBC,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.98,1.42,749
BUSE,LKFN,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.46,1.45,749
CHCO,FFBC,0.8114,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.37,1.38,749
DRH,RHP,0.8114,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,6.25,3.29,749
COLB,FHB,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,8.26,3.31,2.49,749
HOPE,OSBC,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.03,1.37,749
BANF,HOMB,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,3.53,5.47,1.55,749
CPF,UCBI,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,1.63,3.66,2.25,395
PFC,STBA,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,1.15,1.52,1.32,517
FFIN,PFS,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.58,1.66,749
QCRH,UCB,0.8113,Financial Services,Banks - Regional,Banks - Regional,True,1.41,3.8,2.7,749
CVBF,IBTX,0.8112,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.1,1.22,479
ETY,QQQX,0.8112,Financial Services,Asset Management - Income,Asset Management,False,2.51,1.32,1.9,749
BHLB,CADE,0.8112,Financial Services,Banks - Regional,Banks - Regional,True,2.32,8.06,3.48,646
HWC,NBHC,0.8112,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.45,3.65,749
PFBC,WSFS,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,1.19,3.0,2.53,749
HTLF,WSFS,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,1.79,3.0,1.68,498
INDB,LBAI,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.14,3.18,334
GBCI,STBA,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,5.72,1.52,3.77,749
CADE,CVBF,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,8.06,2.56,3.15,749
IBTX,TCBK,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,2.1,1.54,1.37,479
GABC,WSBC,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,1.44,2.98,2.07,749
FNB,TCBK,0.8111,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.54,4.0,749
EFSC,GABC,0.811,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.44,1.46,749
INDB,TCBK,0.811,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.54,2.35,749
CNOB,UCBI,0.811,Financial Services,Banks - Regional,Banks - Regional,True,1.32,3.66,2.77,395
DCOM,HOPE,0.811,Financial Services,Banks - Regional,Banks - Regional,True,1.3,1.41,1.09,749
BHLB,WAFD,0.8109,Financial Services,Banks - Regional,Banks - Regional,True,2.32,2.43,1.05,646
BHLB,WABC,0.8109,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.19,1.95,646
CFR,RF,0.8109,Financial Services,Banks - Regional,Banks - Regional,True,8.11,23.71,2.92,749
CNOB,UBSI,0.8109,Financial Services,Banks - Regional,Banks - Regional,True,1.32,5.39,4.08,749
LBAI,NWBI,0.8108,Financial Services,Banks - Regional,Banks - Regional,True,1.14,1.76,1.55,334
CADE,IBTX,0.8108,Financial Services,Banks - Regional,Banks - Regional,True,8.06,2.1,3.84,479
CVBF,WSBC,0.8108,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.98,1.16,749
CATY,SRCE,0.8108,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.52,2.15,749
ARE,PEAK,0.8108,Real Estate,REIT - Office,REIT - Healthcare Facilities,False,8.34,12.67,1.52,287
CHRD,CIVI,0.8107,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,6.06,4.53,1.34,747
CTBI,RBCAA,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.36,1.33,749
AUB,FBK,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.97,1.68,749
EFSC,FFIN,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,2.11,4.27,2.03,749
EFSC,NWBI,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.76,1.2,749
EFSC,OCFC,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.03,2.04,749
LBAI,UCB,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,1.14,3.8,3.34,334
SBSI,UBSI,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,1.16,5.39,4.67,749
OSBC,TOWN,0.8107,Financial Services,Banks - Regional,Banks - Regional,True,1.03,2.56,2.49,749
AWR,HTO,0.8107,Utilities,Regulated Water,Regulated Water,True,2.91,1.65,1.76,749
BANR,IBTX,0.8106,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.1,1.02,479
AMFCX,ATERX,0.8106,Financial Services,Asset Management,Asset Management - Global,False,5.11,6.52,1.28,334
CBU,ONB,0.8106,Financial Services,Banks - Regional,Banks - Regional,True,3.22,8.65,2.69,749
FULT,UCBI,0.8106,Financial Services,Banks - Regional,Banks - Regional,True,3.54,3.66,1.03,395
NBTB,RNST,0.8106,Financial Services,Banks - Regional,Banks - Regional,True,2.25,2.12,1.06,749
CHCLX,SMTAX,0.8106,Financial Services,Asset Management,Asset Management,True,1.83,3.52,1.92,749
OGE,PPL,0.8106,Utilities,Regulated Electric,Regulated Electric,True,8.28,23.95,2.89,749
NBTB,SFNC,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,2.25,2.7,1.2,749
LBAI,OCFC,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,1.14,1.03,1.1,334
PFC,WSFS,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,1.15,3.0,2.62,517
HOMB,SASR,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.52,3.6,538
FRME,OBK,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.16,1.87,749
EXG,FLCSX,0.8105,Financial Services,Asset Management - Income,Asset Management,False,2.83,4.29,1.52,749
INFO,RVT,0.8105,Financial Services,Asset Management,Asset Management,True,8.08,1.86,4.35,318
GABC,HFWA,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,1.44,1.08,1.34,749
EFSC,HOMB,0.8105,Financial Services,Banks - Regional,Banks - Regional,True,2.11,5.47,2.6,749
ARR,DX,0.8105,Real Estate,REIT - Mortgage,REIT - Mortgage,True,1.03,1.74,1.68,749
CVBF,HFWA,0.8104,Financial Services,Banks - Regional,Banks - Regional,True,2.56,1.08,2.38,749
CTBI,GABC,0.8104,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.44,1.42,749
PPBI,QCRH,0.8104,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.41,1.68,645
FRME,LKFN,0.8104,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.46,1.48,749
DVN,SM,0.8103,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,4.45,4.58,749
QCRH,TRST,0.8103,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.02,1.37,749
APA,OVV,0.8102,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,8.15,10.72,1.31,749
ETY,FLCSX,0.8102,Financial Services,Asset Management - Income,Asset Management,False,2.51,4.29,1.71,749
FFBC,FHB,0.8102,Financial Services,Banks - Regional,Banks - Regional,True,2.37,3.31,1.4,749
CHCO,TRST,0.8102,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.02,1.68,749
IBTX,ONB,0.8101,Financial Services,Banks - Regional,Banks - Regional,True,2.1,8.65,4.12,479
BUSE,SBCF,0.8101,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.77,1.31,749
IBOC,INDB,0.8101,Financial Services,Banks - Regional,Banks - Regional,True,3.93,3.61,1.09,749
FULT,PNFP,0.8101,Financial Services,Banks - Regional,Banks - Regional,True,3.54,7.34,2.07,749
CADE,CFG,0.81,Financial Services,Banks - Regional,Banks - Regional,True,8.06,25.2,3.13,749
PNFP,RF,0.81,Financial Services,Banks - Regional,Banks - Regional,True,7.34,23.71,3.23,749
FTIEX,GEMAX,0.81,Financial Services,Asset Management,Asset Management,True,5.02,1.36,3.69,749
HOMB,PNFP,0.81,Financial Services,Banks - Regional,Banks - Regional,True,5.47,7.34,1.34,749
CPF,FCF,0.8099,Financial Services,Banks - Regional,Banks - Regional,True,1.63,1.73,1.07,749
HOPE,PFBC,0.8099,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.19,1.19,749
PNFP,SFNC,0.8099,Financial Services,Banks - Regional,Banks - Regional,True,7.34,2.7,2.72,749
BANF,PPBI,0.8099,Financial Services,Banks - Regional,Banks - Regional,True,3.53,2.36,1.5,645
HIW,SLG,0.8099,Real Estate,REIT - Office,REIT - Office,True,3.25,3.23,1.0,749
BANR,EFSC,0.8098,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.11,1.02,749
CVBF,SASR,0.8098,Financial Services,Banks - Regional,Banks - Regional,True,2.56,1.52,1.68,538
IBOC,WAFD,0.8098,Financial Services,Banks - Regional,Banks - Regional,True,3.93,2.43,1.62,749
FIBK,SNV,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,3.34,7.39,2.21,728
CPF,UCB,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,1.63,3.8,2.33,749
CTBI,SYBT,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.91,1.87,749
CTBI,QCRH,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.41,1.38,749
HFWA,PFS,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,1.08,2.58,2.4,749
CATY,GABC,0.8097,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.44,2.27,749
KBH,LGIH,0.8096,Consumer Cyclical,Residential Construction,Residential Construction,True,4.36,2.1,2.07,749
CATY,TRST,0.8096,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.02,3.2,749
BK,STT,0.8096,Financial Services,Asset Management,Asset Management,True,82.44,36.12,2.28,749
ARES,KKR,0.8095,Financial Services,Asset Management,Asset Management,True,52.37,131.2,2.51,749
RNST,STEL,0.8095,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.6,1.33,749
HFWA,OCFC,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,1.08,1.03,1.04,749
FFIN,SBSI,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,4.27,1.16,3.7,749
HWC,TCBI,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,5.3,4.08,1.3,749
GABC,NWBI,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,1.44,1.76,1.22,749
FIBK,PB,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,3.34,6.53,1.95,749
EBC,FFBC,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,3.97,2.37,1.67,749
OCFC,TOWN,0.8094,Financial Services,Banks - Regional,Banks - Regional,True,1.03,2.56,2.48,749
ETG,GAM,0.8094,Financial Services,Asset Management - Income,Asset Management,False,1.68,1.24,1.36,749
AUB,BANR,0.8093,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.14,2.33,749
DCOM,SASR,0.8093,Financial Services,Banks - Regional,Banks - Regional,True,1.3,1.52,1.17,538
CATY,FBNC,0.8093,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.1,1.56,749
AUB,RNST,0.8093,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.12,2.36,749
BANF,BUSE,0.8092,Financial Services,Banks - Regional,Banks - Regional,True,3.53,2.12,1.67,749
FBMS,FRME,0.8092,Financial Services,Banks - Regional,Banks - Regional,True,1.1,2.16,1.96,538
BY,NWBI,0.8092,Financial Services,Banks - Regional,Banks - Regional,True,1.31,1.76,1.35,749
WAL,ZION,0.8092,Financial Services,Banks - Regional,Banks - Regional,True,9.15,8.61,1.06,749
AUB,FFBC,0.8092,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.37,2.11,749
PFS,SBSI,0.8091,Financial Services,Banks - Regional,Banks - Regional,True,2.58,1.16,2.23,749
JTSSX,QQQX,0.8091,Financial Services,Asset Management,Asset Management,True,2.45,1.32,1.85,749
BY,FULT,0.809,Financial Services,Banks - Regional,Banks - Regional,True,1.31,3.54,2.71,749
ABCB,ZION,0.8089,Financial Services,Banks - Regional,Banks - Regional,True,5.08,8.61,1.69,749
SBCF,TCBK,0.8089,Financial Services,Banks - Regional,Banks - Regional,True,2.77,1.54,1.8,749
BHLB,IBOC,0.8089,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.93,1.7,646
BDJ,EVT,0.8088,Financial Services,Asset Management,Asset Management - Income,False,1.47,1.84,1.25,749
DCOM,UCBI,0.8088,Financial Services,Banks - Regional,Banks - Regional,True,1.3,3.66,2.82,395
BY,GABC,0.8088,Financial Services,Banks - Regional,Banks - Regional,True,1.31,1.44,1.1,749
SOJD,SOJE,0.8088,Utilities,Regulated Electric,Regulated Electric,True,22.69,90.22,3.98,749
CHCLX,JOBBX,0.8087,Financial Services,Asset Management,Asset Management,True,1.83,8.67,4.73,749
EFSC,INDB,0.8087,Financial Services,Banks - Regional,Banks - Regional,True,2.11,3.61,1.72,749
BKU,FULT,0.8087,Financial Services,Banks - Regional,Banks - Regional,True,3.39,3.54,1.04,749
HBAN,UMBF,0.8087,Financial Services,Banks - Regional,Banks - Regional,True,25.66,8.73,2.94,749
BANF,UBSI,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,3.53,5.39,1.53,749
FNB,NBHC,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.45,4.23,749
CHCO,WSFS,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,1.73,3.0,1.74,749
NWBI,QCRH,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,1.76,1.41,1.25,749
FBNC,FIBK,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,2.1,3.34,1.59,749
CNOB,FFBC,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.37,1.8,749
NBHC,NWBI,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,1.45,1.76,1.21,749
CTBI,UCB,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,1.02,3.8,3.73,749
AUB,FIBK,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,5.0,3.34,1.5,749
FFBC,GBCI,0.8086,Financial Services,Banks - Regional,Banks - Regional,True,2.37,5.72,2.41,749
A,WAT,0.8086,Healthcare,Medical - Diagnostics & Research,Medical - Diagnostics & Research,True,41.42,22.01,1.88,749
AEE,OGE,0.8086,Utilities,Regulated Electric,Regulated Electric,True,23.78,8.28,2.87,749
BHLB,CPF,0.8085,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.63,1.42,646
DCOM,PPBI,0.8085,Financial Services,Banks - Regional,Banks - Regional,True,1.3,2.36,1.82,645
QCRH,UCBI,0.8085,Financial Services,Banks - Regional,Banks - Regional,True,1.41,3.66,2.6,395
BOE,ETG,0.8085,Financial Services,Asset Management - Global,Asset Management - Income,False,1.95,1.68,1.16,749
ASB,WAFD,0.8085,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.43,1.75,749
BST,QQQX,0.8085,Financial Services,Asset Management,Asset Management,True,1.27,1.32,1.04,749
BANR,ONB,0.8085,Financial Services,Banks - Regional,Banks - Regional,True,2.14,8.65,4.04,749
IBTX,OCFC,0.8084,Financial Services,Banks - Regional,Banks - Regional,True,2.1,1.03,2.04,479
CATY,PFBC,0.8084,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.19,2.75,749
QCRH,WSBC,0.8084,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.98,2.12,749
PRGTX,PTOAX,0.8084,Financial Services,Asset Management - Global,Asset Management,False,3.11,1.34,2.33,749
INDB,STEL,0.8084,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.6,2.26,749
BKU,VLY,0.8084,Financial Services,Banks - Regional,Banks - Regional,True,3.39,6.54,1.93,749
PPBI,WTFC,0.8083,Financial Services,Banks - Regional,Banks - Regional,True,2.36,9.36,3.97,645
RSG,WM,0.8083,Industrials,Waste Management,Waste Management,True,63.25,81.02,1.28,749
HOMB,SNV,0.8082,Financial Services,Banks - Regional,Banks - Regional,True,5.47,7.39,1.35,728
BBT,PEBO,0.8082,Financial Services,Asset Management,Banks - Regional,False,2.31,1.05,2.2,749
GBCI,PFS,0.8082,Financial Services,Banks - Regional,Banks - Regional,True,5.72,2.58,2.22,749
HWC,QCRH,0.8082,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.41,3.77,749
BANR,SBCF,0.8081,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.77,1.29,749
AUB,STBA,0.8081,Financial Services,Banks - Regional,Banks - Regional,True,5.0,1.52,3.29,749
CTBI,PPBI,0.8081,Financial Services,Banks - Regional,Banks - Regional,True,1.02,2.36,2.31,645
BBT,CTBI,0.8081,Financial Services,Asset Management,Banks - Regional,False,2.31,1.02,2.26,749
SYBT,UCB,0.8081,Financial Services,Banks - Regional,Banks - Regional,True,1.91,3.8,1.99,749
DUK,WEC,0.8081,Utilities,Regulated Electric,Regulated Electric,True,83.18,29.74,2.8,749
EFSC,SFNC,0.808,Financial Services,Banks - Regional,Banks - Regional,True,2.11,2.7,1.28,749
FBK,FFIN,0.808,Financial Services,Banks - Regional,Banks - Regional,True,2.97,4.27,1.44,749
EVRG,OGE,0.808,Utilities,Regulated Electric,Regulated Electric,True,14.17,8.28,1.71,749
PFC,PFS,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,1.15,2.58,2.25,517
BXMX,ETG,0.8079,Financial Services,Asset Management - Income,Asset Management - Income,True,1.46,1.68,1.15,749
BANR,FHB,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,2.14,3.31,1.55,749
ONB,TCBI,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,8.65,4.08,2.12,749
DHLYX,GDV,0.8079,Financial Services,Asset Management,Asset Management - Income,False,7.66,2.16,3.55,749
ABCB,FBMS,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.1,4.61,538
BKU,IBTX,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.1,1.62,479
BHLB,CHCO,0.8079,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.73,1.34,646
DHLYX,TY,0.8078,Financial Services,Asset Management,Asset Management,True,7.66,1.67,4.57,749
DCOM,EBC,0.8078,Financial Services,Banks - Regional,Banks - Regional,True,1.3,3.97,3.06,749
HFWA,SASR,0.8078,Financial Services,Banks - Regional,Banks - Regional,True,1.08,1.52,1.41,538
HOPE,STEL,0.8077,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.6,1.13,749
PPBI,UMBF,0.8077,Financial Services,Banks - Regional,Banks - Regional,True,2.36,8.73,3.71,645
SRCE,TRST,0.8077,Financial Services,Banks - Regional,Banks - Regional,True,1.52,1.02,1.49,749
ABCB,CBSH,0.8076,Financial Services,Banks - Regional,Banks - Regional,True,5.08,7.27,1.43,749
CFG,CFR,0.8076,Financial Services,Banks - Regional,Banks - Regional,True,25.2,8.11,3.11,749
CADE,FCF,0.8076,Financial Services,Banks - Regional,Banks - Regional,True,8.06,1.73,4.65,749
CPE,MTDR,0.8075,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,2.1,6.95,3.32,295
EOG,FANG,0.8075,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,69.38,34.99,1.98,749
CBU,OCFC,0.8075,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.03,3.12,749
SFNC,STEL,0.8075,Financial Services,Banks - Regional,Banks - Regional,True,2.7,1.6,1.68,749
HOPE,SBCF,0.8075,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.77,1.97,749
FNB,GBCI,0.8075,Financial Services,Banks - Regional,Banks - Regional,True,6.14,5.72,1.07,749
CSQ,GAM,0.8075,Financial Services,Asset Management,Asset Management,True,3.1,1.24,2.5,749
EFSC,IBOC,0.8075,Financial Services,Banks - Regional,Banks - Regional,True,2.11,3.93,1.86,749
FIBK,TRST,0.8074,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.02,3.26,749
EFSC,LBAI,0.8074,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.14,1.85,334
SBSI,UCB,0.8074,Financial Services,Banks - Regional,Banks - Regional,True,1.16,3.8,3.29,749
KRG,REG,0.8074,Real Estate,REIT - Retail,REIT - Retail,True,5.54,14.03,2.53,749
PK,RHP,0.8074,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,2.91,6.25,2.14,749
AR,EXE,0.8073,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,10.85,15.63,1.44,749
BKU,PFS,0.8073,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.58,1.32,749
TRMK,WSBC,0.8073,Financial Services,Banks - Regional,Banks - Regional,True,2.35,2.98,1.27,749
OZK,WSFS,0.8073,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.0,1.69,749
BUSE,STEL,0.8073,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.6,1.32,749
BKU,ZION,0.8073,Financial Services,Banks - Regional,Banks - Regional,True,3.39,8.61,2.54,749
EVT,SMTAX,0.8073,Financial Services,Asset Management - Income,Asset Management,False,1.84,3.52,1.92,749
NVR,TOL,0.8072,Consumer Cyclical,Residential Construction,Residential Construction,True,21.15,13.36,1.58,749
MRO,MTDR,0.8072,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,14.67,6.95,2.11,452
CNOB,IBTX,0.8072,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.1,1.59,479
FBP,NWBI,0.8072,Financial Services,Banks - Regional,Banks - Regional,True,3.32,1.76,1.88,749
HSSIX,KEY,0.8072,Financial Services,Asset Management,Banks - Regional,False,85.38,22.6,3.78,749
QCRH,TCBK,0.8072,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.54,1.09,749
HSSIX,USB,0.8072,Financial Services,Asset Management,Banks - Regional,False,85.38,82.97,1.03,749
AAL,DAL,0.8072,Industrials,Airlines, Airports & Air Services,Airlines, Airports & Air Services,True,10.12,44.97,4.45,749
EGP,REXR,0.8072,Real Estate,REIT - Industrial,REIT - Industrial,True,7.83,8.44,1.08,749
BOE,GDV,0.8071,Financial Services,Asset Management - Global,Asset Management - Income,False,1.95,2.16,1.1,749
FBK,WAFD,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.43,1.22,749
BKU,FBK,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,3.39,2.97,1.14,749
BKU,HOMB,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,3.39,5.47,1.61,749
AUB,WTFC,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,5.0,9.36,1.87,749
IBTX,INDB,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,2.1,3.61,1.72,479
CTBI,EFSC,0.8071,Financial Services,Banks - Regional,Banks - Regional,True,1.02,2.11,2.07,749
LGIH,TMHC,0.807,Consumer Cyclical,Residential Construction,Residential Construction,True,2.1,6.37,3.03,749
PEBO,TRMK,0.807,Financial Services,Banks - Regional,Banks - Regional,True,1.05,2.35,2.24,749
ASB,OZK,0.807,Financial Services,Banks - Regional,Banks - Regional,True,4.25,5.08,1.19,749
FFIN,GBCI,0.807,Financial Services,Banks - Regional,Banks - Regional,True,4.27,5.72,1.34,749
FBP,WTFC,0.807,Financial Services,Banks - Regional,Banks - Regional,True,3.32,9.36,2.82,749
CBU,HWC,0.807,Financial Services,Banks - Regional,Banks - Regional,True,3.22,5.3,1.64,749
PFC,TOWN,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,1.15,2.56,2.23,517
OBK,UBSI,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,1.16,5.39,4.67,749
ABCB,OSBC,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.03,4.95,749
BY,NBTB,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,1.31,2.25,1.72,749
FBK,WTFC,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,2.97,9.36,3.15,749
FRME,GBCI,0.8069,Financial Services,Banks - Regional,Banks - Regional,True,2.16,5.72,2.65,749
CVBF,VBTX,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,2.56,1.48,1.73,679
BANF,FNB,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,3.53,6.14,1.74,749
CHCO,UCB,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,1.73,3.8,2.2,749
DCOM,UCB,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,1.3,3.8,2.93,749
STEL,TOWN,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,1.6,2.56,1.6,749
FIBK,PEBO,0.8068,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.05,3.18,749
EVR,JEF,0.8067,Financial Services,Financial - Capital Markets,Financial - Capital Markets,True,10.63,12.25,1.15,749
AUB,NWBI,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,5.0,1.76,2.84,749
ARTMX,PTOAX,0.8067,Financial Services,Asset Management,Asset Management,True,3.37,1.34,2.52,749
UBSI,WTFC,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,5.39,9.36,1.74,749
HOMB,NBTB,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.25,2.43,749
SBSI,TOWN,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,1.16,2.56,2.21,749
CBU,HFWA,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.08,2.99,749
BOKF,UCBI,0.8067,Financial Services,Banks - Regional,Banks - Regional,True,7.22,3.66,1.97,395
WAFD,WSBC,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,2.43,2.98,1.23,749
EBC,HOPE,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,3.97,1.41,2.81,749
BANR,WTFC,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,2.14,9.36,4.37,749
BOKF,CATY,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,7.22,3.28,2.2,749
PPBI,WABC,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.19,1.98,645
OSBC,TCBK,0.8066,Financial Services,Banks - Regional,Banks - Regional,True,1.03,1.54,1.5,749
FBP,TRMK,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,3.32,2.35,1.41,749
CFR,HWC,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,8.11,5.3,1.53,749
HBAN,SSB,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,25.66,9.42,2.72,749
EFSC,PEBO,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.05,2.0,749
FFBC,QCRH,0.8065,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.41,1.69,749
