symbol,event_date,surprise_raw,category,quintile,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
018260.KS,2024-04-25,-99.88,negative,Q1,0.001892,0.011712,-0.00982,0.001261,0.007642,-0.006381,0.051072,0.025095,0.025977,-0.04855,0.038542,-0.087092
010620.KS,2024-04-25,118.26,positive,Q5,0.009524,0.011712,-0.002188,-0.021769,0.007642,-0.029411,-0.009524,0.025095,-0.034619,0.410884,0.038542,0.372343
329180.KS,2024-04-25,17.56,positive,Q4,0.009319,0.011712,-0.002393,-0.042294,0.007642,-0.049936,-0.046595,0.025095,-0.07169,0.258064,0.038542,0.219523
005490.KS,2024-04-25,28.44,positive,Q4,0.031686,0.011712,0.019974,0.022814,0.007642,0.015172,-0.015209,0.025095,-0.040304,-0.1156,0.038542,-0.154142
034220.KS,2024-04-25,-374.36,negative,Q1,0.028101,0.011712,0.016389,0.022287,0.007642,0.014645,-0.023256,0.025095,-0.048351,0.212209,0.038542,0.173667
028050.KS,2024-04-25,6.17,positive,Q4,-0.00188,0.011712,-0.013591,-0.030075,0.007642,-0.037717,-0.086466,0.025095,-0.111561,-0.058271,0.038542,-0.096813
000660.KS,2024-04-25,64.72,positive,Q5,-0.010686,0.011712,-0.022398,-0.025872,0.007642,-0.033514,0.133296,0.025095,0.108201,0.174151,0.038542,0.135609
105560.KS,2024-04-25,-1.58,negative,Q3,0.007895,0.011712,-0.003817,-0.030263,0.007642,-0.037905,0.003947,0.025095,-0.021147,0.124435,0.038542,0.085894
086280.KS,2024-04-25,19.65,positive,Q4,-0.005978,0.011712,-0.01769,-0.003804,0.007642,-0.011446,0.000544,0.025095,-0.024551,0.280435,0.038542,0.241893
267250.KS,2024-04-25,31.64,positive,Q5,0.050614,0.011712,0.038902,-0.015337,0.007642,-0.022979,0.035276,0.025095,0.010181,0.250016,0.038542,0.211474
047050.KS,2024-04-25,33.03,positive,Q5,0.04185,0.011712,0.030139,0.01652,0.007642,0.008878,0.024229,0.025095,-0.000865,0.092511,0.038542,0.053969
005387.KS,2024-04-25,3.01,positive,Q4,0.020343,0.011712,0.008632,-0.013986,0.007642,-0.021628,0.036872,0.025095,0.011777,0.080317,0.038542,0.041775
003670.KS,2024-04-25,223.87,positive,Q5,0.017794,0.011712,0.006082,-0.001779,0.007642,-0.009421,-0.021352,0.025095,-0.046447,-0.190391,0.038542,-0.228933
051905.KS,2024-04-25,26.91,positive,Q4,0.007761,0.011712,-0.003951,0.04102,0.007642,0.033378,0.019956,0.025095,-0.005139,-0.154102,0.038542,-0.192644
051900.KS,2024-04-25,26.53,positive,Q4,0.01148,0.011712,-0.000232,0.102041,0.007642,0.094399,0.149235,0.025095,0.12414,-0.125,0.038542,-0.163542
373220.KS,2024-04-25,99.43,positive,Q5,0.017473,0.011712,0.005762,0.051075,0.007642,0.043433,-0.020161,0.025095,-0.045256,-0.135753,0.038542,-0.174295
005385.KS,2024-04-25,3.01,positive,Q4,0.02261,0.011712,0.010898,-0.005814,0.007642,-0.013456,0.036176,0.025095,0.011081,0.073716,0.038542,0.035174
005389.KS,2024-04-25,3.4,positive,Q4,0.014398,0.011712,0.002686,-0.009162,0.007642,-0.016804,0.040576,0.025095,0.015481,0.073374,0.038542,0.034832
066575.KS,2024-04-25,-28.59,negative,Q2,0.002347,0.011712,-0.009364,0.0,0.007642,-0.007642,0.04108,0.025095,0.015985,0.190628,0.038542,0.152086
005940.KS,2024-04-25,61.31,positive,Q5,0.006494,0.011712,-0.005217,0.008929,0.007642,0.001287,-0.008116,0.025095,-0.033211,0.09578,0.038542,0.057238
005380.KS,2024-04-25,-0.69,negative,Q3,0.008016,0.011712,-0.003696,-0.034068,0.007642,-0.04171,0.064128,0.025095,0.039034,0.043282,0.038542,0.00474
272210.KS,2024-04-26,361.08,positive,Q5,-0.032924,0.001719,-0.034643,None,None,None,-0.09484,0.013176,-0.108016,-0.014742,0.008636,-0.023379
294870.KS,2024-04-26,-28.84,negative,Q2,-0.013453,0.001719,-0.015172,None,None,None,-0.018498,0.013176,-0.031674,0.123878,0.008636,0.115242
316140.KS,2024-04-26,-2.31,negative,Q3,0.002819,0.001719,0.0011,None,None,None,0.002114,0.013176,-0.011062,0.036862,0.008636,0.028225
006360.KS,2024-04-26,340.86,positive,Q5,0.053708,0.001719,0.051989,None,None,None,-0.034527,0.013176,-0.047703,0.123401,0.008636,0.114765
079550.KS,2024-04-26,54.99,positive,Q5,-0.059649,0.001719,-0.061368,None,None,None,-0.002339,0.013176,-0.015515,0.27193,0.008636,0.263293
010140.KS,2024-04-26,-68.59,negative,Q1,-0.015625,0.001719,-0.017344,None,None,None,-0.00625,0.013176,-0.019426,0.140625,0.008636,0.131989
000270.KS,2024-04-26,22.77,positive,Q4,-0.002536,0.001719,-0.004255,None,None,None,0.034658,0.013176,0.021481,-0.027895,0.008636,-0.036532
298040.KS,2024-04-26,-41.41,negative,Q2,0.003205,0.001719,0.001486,None,None,None,0.440705,0.013176,0.427529,0.044872,0.008636,0.036235
055550.KS,2024-04-26,4.38,positive,Q4,-0.004269,0.001719,-0.005988,None,None,None,-0.006403,0.013176,-0.01958,0.176622,0.008636,0.167986
298050.KS,2024-04-26,-2.27,negative,Q3,-0.012097,0.001719,-0.013816,None,None,None,-0.016129,0.013176,-0.029305,-0.116935,0.008636,-0.125572
029780.KS,2024-04-26,19.99,positive,Q4,-0.026152,0.001719,-0.027871,None,None,None,0.001245,0.013176,-0.011931,-0.031133,0.008636,-0.03977
