symbol,event_date,surprise_pct,category,reaction_ret,abnormal_reaction,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_10d,bench_ret_10d,abnormal_ret_10d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
AKSO.OL,2024-02-08,65.52,dip_10,-0.108495,-0.103302,0.029851,0.013391,0.01646,0.00287,0.011238,-0.008368,0.02411,0.025322,-0.001211,0.316303,0.137797,0.178506
IDEX.OL,2024-05-16,75.84,dip_5,-0.087177,-0.098622,-0.056214,0.003286,-0.059501,-0.022362,-0.010899,-0.011464,-0.053744,-0.019405,-0.034339,-0.511243,0.008174,-0.519417
EPR.OL,2024-07-11,14.58,dip_5,-0.098224,-0.114448,0.004532,0.006052,-0.00152,-0.035787,-0.001406,-0.034381,0.001563,0.000241,0.001321,-0.015627,-0.005267,-0.01036
BRG.OL,2024-10-30,2.46,dip_5,-0.053671,-0.040258,-0.064961,-0.012227,-0.052734,-0.05772,-0.003121,-0.054599,-0.056715,0.016875,-0.07359,0.046408,0.056495,-0.010087
ATEA.OL,2025-02-06,0.39,dip_5,-0.069589,-0.059042,-0.033746,0.00284,-0.036586,-0.010301,0.011394,-0.021695,-0.024906,0.002217,-0.027122,0.083558,0.022842,0.060716
STB.OL,2025-02-12,46.43,dip_5,-0.098443,-0.080757,-0.017777,0.008167,-0.025944,0.003202,0.00639,-0.003188,0.051816,0.014268,0.037548,0.120566,0.053525,0.067042
KID.OL,2025-02-13,8.88,dip_5,-0.06662,-0.0682,0.03426,0.00853,0.02573,0.03426,0.000551,0.033709,0.071375,0.024108,0.047267,0.125545,0.04403,0.081515
GSF.OL,2025-02-20,34.06,dip_20,-0.232576,-0.232773,-0.064166,-0.007912,-0.056254,0.002962,-0.008947,0.011908,0.075025,0.021846,0.053179,0.404738,0.040646,0.364092
BRG.OL,2025-07-16,4.92,dip_5,-0.059277,-0.053536,0.007172,0.007063,0.000109,0.023566,0.009107,0.014458,0.055328,0.008914,0.046414,-0.018443,0.003204,-0.021647
HEX.OL,2025-08-14,144.64,dip_10,-0.12,-0.123309,-0.018648,0.019012,-0.03766,-0.05711,0.008788,-0.065897,-0.051282,0.014841,-0.066123,-0.59324,-0.007511,-0.585729
PARB.OL,2025-10-30,1.91,dip_5,-0.059276,-0.044508,-0.033839,-0.006582,-0.027257,-0.030338,0.004001,-0.034339,-0.003501,7e-05,-0.003571,-0.066511,0.100484,-0.166995
