symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
4612.T,2022-07-01,2,2,upgrade_small,0.042849,-0.006367,0.049216,0.060946,-0.000995,0.06194,-0.024763,0.051731,-0.076494,-0.067622,-0.079188,0.011567
5020.T,2022-07-01,7,0,upgrade_large,0.016765,-0.006367,0.023132,-0.013452,-0.000995,-0.012457,-0.018334,0.051731,-0.070065,-0.071567,-0.079188,0.007621
1928.T,2022-07-01,13,0,upgrade_large,-0.023499,-0.006367,-0.017132,0.007414,-0.000995,0.008409,0.014021,0.051731,-0.03771,0.039119,-0.079188,0.118307
2371.T,2022-07-01,6,3,upgrade_large,0.06378,-0.006367,0.070147,0.065603,-0.000995,0.066598,0.192254,0.051731,0.140523,0.130971,-0.079188,0.21016
2897.T,2022-07-01,2,1,upgrade_small,-0.00319,-0.006367,0.003177,0.04149,-0.000995,0.042485,0.037235,0.051731,-0.014496,0.078342,-0.079188,0.157531
6080.T,2022-07-01,2,0,upgrade_small,0.033187,-0.006367,0.039554,0.011541,-0.000995,0.012536,0.031744,0.051731,-0.019987,0.070706,-0.079188,0.149894
6481.T,2022-07-01,9,1,upgrade_large,0.036434,-0.006367,0.042801,0.067327,-0.000995,0.068322,0.077224,0.051731,0.025493,-0.011488,-0.079188,0.0677
7011.T,2022-07-01,6,2,upgrade_large,0.011574,-0.006367,0.017941,0.044434,-0.000995,0.045429,-0.000636,0.051731,-0.052367,0.00605,-0.079188,0.085238
6592.T,2022-07-01,3,0,upgrade_medium,0.024355,-0.006367,0.030722,0.055877,-0.000995,0.056872,0.07593,0.051731,0.024199,0.126075,-0.079188,0.205264
6645.T,2022-07-01,8,0,upgrade_large,0.026133,-0.006367,0.0325,0.043357,-0.000995,0.044351,0.100818,0.051731,0.049087,-0.01032,-0.079188,0.068868
6674.T,2022-07-01,2,0,upgrade_small,0.016414,-0.006367,0.022781,0.035648,-0.000995,0.036643,0.123357,0.051731,0.071626,0.066041,-0.079188,0.14523
6724.T,2022-07-01,6,0,upgrade_large,-0.021436,-0.006367,-0.015069,0.009702,-0.000995,0.010697,0.021442,0.051731,-0.030289,0.021571,-0.079188,0.10076
6727.T,2022-07-01,2,1,upgrade_small,-0.004887,-0.006367,0.00148,0.041619,-0.000995,0.042614,0.001228,0.051731,-0.050502,-0.129743,-0.079188,-0.050555
6869.T,2022-07-01,9,0,upgrade_large,0.036584,-0.006367,0.042951,0.108765,-0.000995,0.10976,0.117448,0.051731,0.065717,-0.045111,-0.079188,0.034077
7211.T,2022-07-01,5,2,upgrade_large,0.0231,-0.006367,0.029467,0.006927,-0.000995,0.007922,0.080837,0.051731,0.029106,0.196312,-0.079188,0.2755
7581.T,2022-07-01,4,0,upgrade_medium,-0.002223,-0.006367,0.004144,-0.024471,-0.000995,-0.023476,-0.02002,0.051731,-0.071751,-0.003015,-0.079188,0.076173
7747.T,2022-07-01,11,0,upgrade_large,0.063706,-0.006367,0.070073,0.137546,-0.000995,0.138541,0.162157,0.051731,0.110426,0.118238,-0.079188,0.197427
7956.T,2022-07-01,8,0,upgrade_large,0.03224,-0.006367,0.038607,0.058569,-0.000995,0.059563,0.015047,0.051731,-0.036684,0.135949,-0.079188,0.215137
8035.T,2022-07-01,15,2,upgrade_large,-0.00211,-0.006367,0.004257,0.006798,-0.000995,0.007793,0.070557,0.051731,0.018826,-0.143759,-0.079188,-0.06457
8056.T,2022-07-01,2,0,upgrade_small,0.019965,-0.006367,0.026332,0.044445,-0.000995,0.04544,0.048967,0.051731,-0.002764,0.19794,-0.079188,0.277128
8283.T,2022-07-01,4,0,upgrade_medium,0.005888,-0.006367,0.012255,0.034155,-0.000995,0.03515,-0.045937,0.051731,-0.097668,0.059523,-0.079188,0.138711
8303.T,2022-07-01,5,0,upgrade_large,0.008081,-0.006367,0.014448,0.028788,-0.000995,0.029783,-0.011111,0.051731,-0.062842,0.04798,-0.079188,0.127168
8424.T,2022-07-01,2,0,upgrade_small,0.011886,-0.006367,0.018252,0.046233,-0.000995,0.047227,0.044912,0.051731,-0.006819,0.108088,-0.079188,0.187276
8952.T,2022-07-01,1,2,downgrade_cluster,0.0064,-0.006367,0.012767,0.0096,-0.000995,0.010595,0.0368,0.051731,-0.014931,-0.026168,-0.079188,0.05302
9684.T,2022-07-01,10,0,upgrade_large,0.025256,-0.006367,0.031623,0.045456,-0.000995,0.04645,-0.001682,0.051731,-0.053413,0.053893,-0.079188,0.133081
9831.T,2022-07-01,2,0,upgrade_small,0.014483,-0.006367,0.02085,0.026917,-0.000995,0.027912,-0.008289,0.051731,-0.06002,-0.014506,-0.079188,0.064682
3659.T,2022-07-01,5,2,upgrade_large,0.017225,-0.006367,0.023592,0.04808,-0.000995,0.049075,0.063509,0.051731,0.011778,-0.08432,-0.079188,-0.005132
7203.T,2022-07-01,9,3,upgrade_large,0.023945,-0.006367,0.030312,0.04112,-0.000995,0.042115,0.042332,0.051731,-0.009399,-0.080637,-0.079188,-0.001449
4005.T,2022-07-01,9,0,upgrade_large,0.015178,-0.006367,0.021545,0.0,-0.000995,0.000995,0.04175,0.051731,-0.009981,-0.034057,-0.079188,0.045132
4578.T,2022-07-01,6,0,upgrade_large,0.026631,-0.006367,0.032997,0.045084,-0.000995,0.046079,-0.044872,0.051731,-0.096603,-0.038791,-0.079188,0.040397
4681.T,2022-07-01,3,0,upgrade_medium,0.01351,-0.006367,0.019876,-0.043315,-0.000995,-0.04232,0.016765,0.051731,-0.034966,0.091033,-0.079188,0.170221
