symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
267270.KS,2022-05-01,11,0,upgrade_large,0.041344,0.003181,0.038163,0.050388,-0.042628,0.093015,None,None,None,0.031008,-0.111023,0.142031
000670.KS,2022-05-01,3,0,upgrade_medium,0.005882,0.003181,0.002701,-0.013236,-0.042628,0.029392,None,None,None,-0.214706,-0.111023,-0.103683
000720.KS,2022-05-01,25,1,upgrade_large,-0.002235,0.003181,-0.005416,-0.030168,-0.042628,0.01246,None,None,None,-0.054749,-0.111023,0.056274
001820.KS,2022-05-01,3,0,upgrade_medium,0.007326,0.003181,0.004145,-0.04945,-0.042628,-0.006823,None,None,None,-0.18956,-0.111023,-0.078538
003690.KS,2022-05-01,6,0,upgrade_large,-0.010132,0.003181,-0.013313,-0.035462,-0.042628,0.007165,None,None,None,-0.124622,-0.111023,-0.013599
005850.KS,2022-05-01,4,0,upgrade_medium,-0.012915,0.003181,-0.016096,-0.053506,-0.042628,-0.010878,None,None,None,0.145757,-0.111023,0.256779
006260.KS,2022-05-01,7,1,upgrade_large,-0.015652,0.003181,-0.018833,-0.01913,-0.042628,0.023497,None,None,None,0.031304,-0.111023,0.142327
007070.KS,2022-05-01,18,2,upgrade_large,-0.010101,0.003181,-0.013282,-0.116162,-0.042628,-0.073534,None,None,None,-0.16835,-0.111023,-0.057327
011170.KS,2022-05-01,27,4,upgrade_large,-0.00505,0.003181,-0.008232,-0.030303,-0.042628,0.012325,None,None,None,-0.106061,-0.111023,0.004962
016360.KS,2022-05-01,9,1,upgrade_large,-0.003774,0.003181,-0.006955,-0.03522,-0.042628,0.007407,None,None,None,-0.142138,-0.111023,-0.031116
001430.KS,2022-05-01,15,0,upgrade_large,0.00542,0.003181,0.002239,-0.067751,-0.042628,-0.025123,None,None,None,-0.176152,-0.111023,-0.065129
006400.KS,2022-05-01,29,1,upgrade_large,0.021277,0.003181,0.018095,-0.032733,-0.042628,0.009894,None,None,None,-0.06383,-0.111023,0.047193
010120.KS,2022-05-01,10,0,upgrade_large,0.001001,0.003181,-0.00218,-0.006006,-0.042628,0.036622,None,None,None,0.143143,-0.111023,0.254166
011790.KS,2022-05-01,10,0,upgrade_large,0.003268,0.003181,8.7e-05,-0.039216,-0.042628,0.003412,None,None,None,-0.101307,-0.111023,0.009716
017800.KS,2022-05-01,6,0,upgrade_large,0.008451,0.003181,0.005269,-0.009859,-0.042628,0.032768,None,None,None,-0.2,-0.111023,-0.088977
029780.KS,2022-05-01,9,2,upgrade_large,-0.004491,0.003181,-0.007672,-0.008982,-0.042628,0.033646,None,None,None,-0.053892,-0.111023,0.057131
034020.KS,2022-05-01,9,2,upgrade_large,0.017115,0.003181,0.013934,0.02445,-0.042628,0.067078,None,None,None,-0.0978,-0.111023,0.013223
001120.KS,2022-05-01,9,0,upgrade_large,0.029909,0.003181,0.026728,0.020806,-0.042628,0.063434,None,None,None,-0.13264,-0.111023,-0.021617
004170.KS,2022-05-01,19,2,upgrade_large,-0.002028,0.003181,-0.00521,-0.036511,-0.042628,0.006116,None,None,None,-0.139959,-0.111023,-0.028937
004990.KS,2022-05-01,5,0,upgrade_large,0.0,0.003181,-0.003181,-0.021866,-0.042628,0.020762,None,None,None,0.059766,-0.111023,0.170789
005880.KS,2022-05-01,8,0,upgrade_large,0.003663,0.003181,0.000482,-0.009158,-0.042628,0.03347,None,None,None,-0.10989,-0.111023,0.001133
010060.KS,2022-05-01,4,1,upgrade_medium,0.004566,0.003181,0.001385,-0.031963,-0.042628,0.010664,None,None,None,0.095891,-0.111023,0.206913
010950.KS,2022-05-01,28,2,upgrade_large,0.0,0.003181,-0.003181,0.051887,-0.042628,0.094515,None,None,None,-0.144344,-0.111023,-0.033321
021240.KS,2022-05-01,12,0,upgrade_large,-0.038728,0.003181,-0.041909,-0.026279,-0.042628,0.016348,None,None,None,-0.127248,-0.111023,-0.016225
028050.KS,2022-05-01,10,4,upgrade_large,-0.001916,0.003181,-0.005097,0.021073,-0.042628,0.0637,None,None,None,-0.252874,-0.111023,-0.141851
034120.KS,2022-05-01,3,0,upgrade_medium,0.037624,0.003181,0.034443,-0.038614,-0.042628,0.004014,None,None,None,-0.19604,-0.111023,-0.085017
036460.KS,2022-05-01,14,0,upgrade_large,-0.012048,0.003181,-0.015229,0.056627,-0.042628,0.099254,None,None,None,-0.136145,-0.111023,-0.025122
103140.KS,2022-05-01,15,0,upgrade_large,-0.010786,0.003181,-0.013967,-0.077042,-0.042628,-0.034414,None,None,None,-0.164869,-0.111023,-0.053846
108670.KS,2022-05-01,6,0,upgrade_large,-0.02916,0.003181,-0.032341,-0.087478,-0.042628,-0.044851,None,None,None,-0.241852,-0.111023,-0.13083
170900.KS,2022-05-01,9,1,upgrade_large,0.001439,0.003181,-0.001742,-0.044604,-0.042628,-0.001977,None,None,None,-0.126619,-0.111023,-0.015596
181710.KS,2022-05-01,13,2,upgrade_large,-0.004208,0.003181,-0.007389,-0.039271,-0.042628,0.003357,None,None,None,-0.235624,-0.111023,-0.124602
271560.KS,2022-05-01,9,1,upgrade_large,-0.045073,0.003181,-0.048255,-0.068134,-0.042628,-0.025507,None,None,None,0.04088,-0.111023,0.151903
000150.KS,2022-05-01,10,1,upgrade_large,0.021665,0.003181,0.018484,-0.015963,-0.042628,0.026664,None,None,None,-0.204105,-0.111023,-0.093082
000270.KS,2022-05-01,17,3,upgrade_large,-0.010663,0.003181,-0.013845,-0.021327,-0.042628,0.021301,None,None,None,-0.037915,-0.111023,0.073108
000660.KS,2022-05-01,28,1,upgrade_large,-0.004525,0.003181,-0.007706,-0.027149,-0.042628,0.015478,None,None,None,-0.123936,-0.111023,-0.012913
006040.KS,2022-05-01,5,0,upgrade_large,-0.026477,0.003181,-0.029658,27.321431,-0.042628,27.364059,None,None,None,-0.10998,-0.111023,0.001043
012510.KS,2022-05-01,7,0,upgrade_large,0.003641,0.003181,0.00046,-0.040049,-0.042628,0.002579,None,None,None,-0.211165,-0.111023,-0.100142
020560.KS,2022-05-01,9,1,upgrade_large,-0.009926,0.003181,-0.013107,-0.059553,-0.042628,-0.016926,None,None,None,-0.272953,-0.111023,-0.16193
028260.KS,2022-05-01,15,1,upgrade_large,-0.021186,0.003181,-0.024368,-0.042373,-0.042628,0.000255,None,None,None,0.008475,-0.111023,0.119497
030200.KS,2022-05-01,22,1,upgrade_large,-0.008451,0.003181,-0.011632,0.014085,-0.042628,0.056712,None,None,None,0.061972,-0.111023,0.172995
071840.KS,2022-05-01,15,0,upgrade_large,-0.002137,0.003181,-0.005318,-0.040599,-0.042628,0.002029,None,None,None,-0.271368,-0.111023,-0.160345
000810.KS,2022-05-01,23,0,upgrade_large,-0.009709,0.003181,-0.01289,-0.014563,-0.042628,0.028065,None,None,None,-0.043689,-0.111023,0.067333
001680.KS,2022-05-01,8,0,upgrade_large,-0.019842,0.003181,-0.023023,-0.055556,-0.042628,-0.012928,None,None,None,-0.140873,-0.111023,-0.029851
004000.KS,2022-05-01,3,0,upgrade_medium,-0.009744,0.003181,-0.012925,-0.028015,-0.042628,0.014613,None,None,None,-0.177832,-0.111023,-0.066809
006650.KS,2022-05-01,13,0,upgrade_large,0.009868,0.003181,0.006687,-0.055921,-0.042628,-0.013293,None,None,None,-0.184211,-0.111023,-0.073188
009150.KS,2022-05-01,25,4,upgrade_large,-0.011869,0.003181,-0.015051,-0.047478,-0.042628,-0.00485,None,None,None,-0.160237,-0.111023,-0.049215
011070.KS,2022-05-01,24,0,upgrade_large,-0.00578,0.003181,-0.008961,-0.040462,-0.042628,0.002165,None,None,None,0.041908,-0.111023,0.15293
018670.KS,2022-05-01,6,0,upgrade_large,0.070866,0.003181,0.067685,-0.003937,-0.042628,0.038691,None,None,None,-0.095094,-0.111023,0.015929
018880.KS,2022-05-01,20,1,upgrade_large,0.0,0.003181,-0.003181,-0.039823,-0.042628,0.002805,None,None,None,-0.062488,-0.111023,0.048535
052690.KS,2022-05-01,1,2,downgrade_cluster,0.031293,0.003181,0.028111,0.157823,-0.042628,0.200451,None,None,None,-0.133333,-0.111023,-0.022311
064350.KS,2022-05-01,7,0,upgrade_large,-0.002618,0.003181,-0.005799,-0.031414,-0.042628,0.011214,None,None,None,0.340314,-0.111023,0.451337
